row_label_raw,row_label_full,col_0,Mã chứng khoán,31/12/2025 > Giá gốcVND,31/12/2025 > Giá trị hợp lýVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá gốcVND,01/01/2025 > Giá trị hợp lýVND,01/01/2025 > Dự phòngVND,numeric__Mã chứng khoán,numeric__31/12/2025 > Giá gốcVND,numeric__31/12/2025 > Giá trị hợp lýVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá gốcVND,numeric__01/01/2025 > Giá trị hợp lýVND,numeric__01/01/2025 > Dự phòngVND
Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,,,,,,,
- Xí nghiệp Liên doanh Visorutex,Đầu tư vào Công ty liên kết > - Xí nghiệp Liên doanh Visorutex,- Xí nghiệp Liên doanh Visorutex,,8.749.737.281,,(7.183.784.167),8.749.737.281,,(6.169.225.912),,8749737281.0,,-7183784167.0,8749737281.0,,-6169225912.0
- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên (1),Đầu tư vào Công ty liên kết > - Công ty Cổ phần Khu công nghiệp Nam Tân Uyên (1),- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên (1),NTC,40.784.285.192,766.438.200.000,-,40.784.285.192,1.043.806.500.000,-,,40784285192.0,766438200000.0,,40784285192.0,1043806500000.0,
- Công ty Cổ phần Cao su Việt Lào,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,,170.591.892.366,,-,170.591.892.366,,(2.881.973.637),,170591892366.0,,,170591892366.0,,-2881973637.0
- Công ty Cổ phần Cao su Bến Thành (1),Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Bến Thành (1),- Công ty Cổ phần Cao su Bến Thành (1),BRC,57.440.573.000,75.570.725.000,-,57.440.573.000,87.057.475.200,-,,57440573000.0,75570725000.0,,57440573000.0,87057475200.0,
- Công ty Cổ phần Cao su Tân Biên Kampongthom,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Tân Biên Kampongthom,- Công ty Cổ phần Cao su Tân Biên Kampongthom,,607.745.965.312,,-,607.745.965.312,,-,,607745965312.0,,,607745965312.0,,
- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,,23.439.624.115,,-,23.439.624.115,,-,,23439624115.0,,,23439624115.0,,
- Công ty Cổ phần Cao su Đồng Nai Kratie,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,,198.760.920.280,,-,198.760.920.280,,-,,198760920280.0,,,198760920280.0,,
- Công ty Cổ phần Cao su Đồng Phú Kratie,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Cao su Đồng Phú Kratie,- Công ty Cổ phần Cao su Đồng Phú Kratie,,295.203.752.360,,-,295.203.752.360,,-,,295203752360.0,,,295203752360.0,,
- Công ty Cổ phần Gỗ MDF VRG - Dongwha,Đầu tư vào Công ty liên kết > - Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,,1.004.392.840.663,,-,1.004.392.840.663,,-,,1004392840663.0,,,1004392840663.0,,
