row_label_raw,row_label_full,col_0,Relation,Year 2025,Year 2024,numeric__Relation,numeric__Year 2025,numeric__Year 2024
,,,Relation,VND,VND,,,
"Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)","Dividends, distributed profits (continued)",,,
- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,Subsidiary,"121,856,413,500","270,792,030,000",,,
- Nam Tan Uyen Joint Stock Corporation,- Nam Tan Uyen Joint Stock Corporation,- Nam Tan Uyen Joint Stock Corporation,Associate,"29,403,000,000","29,403,000,000",,,
- Geruco Song Con Hydro Power JSC,- Geruco Song Con Hydro Power JSC,- Geruco Song Con Hydro Power JSC,Subsidiary,"57,375,000,000","57,375,000,000",,,
- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,Subsidiary,"277,239,150,000","184,826,100,000",,,
- Dau Tieng Cambodia Rubber JSC,- Dau Tieng Cambodia Rubber JSC,- Dau Tieng Cambodia Rubber JSC,Associate,"2,632,647,877","1,241,613,082",,,
- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,Subsidiary,"1,312,500,000",-,,,
- VRG Khai Hoan Rubber JSC,- VRG Khai Hoan Rubber JSC,- VRG Khai Hoan Rubber JSC,Subsidiary,"65,841,600,000",-,,,
Interest from lendings,Interest from lendings,Interest from lendings,,"15,168,107,616","21,218,909,095",,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,Subsidiary,"11,322,938,736","11,353,960,486",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"905,972,122","1,053,673,598",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"254,462,793","785,376,323",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"100,109,818","296,698,527",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"89,420,098","268,752,959",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"59,993,862","177,183,943",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"591,916,303","703,209,359",,,
"- Huong Khe - Ha Tinh Rubber Co., Ltd","- Huong Khe - Ha Tinh Rubber Co., Ltd","- Huong Khe - Ha Tinh Rubber Co., Ltd",Subsidiary,-,"2,850,683,760",,,
"- Kon Tum Rubber Co.,Ltd","- Kon Tum Rubber Co.,Ltd","- Kon Tum Rubber Co.,Ltd",Subsidiary,"414,235,121","1,275,707,695",,,
"- Krong Buk Rubber Co.,Ltd","- Krong Buk Rubber Co.,Ltd","- Krong Buk Rubber Co.,Ltd",Subsidiary,"41,728,345","130,929,452",,,
"- Mang Yang Rubber Co.,Ltd","- Mang Yang Rubber Co.,Ltd","- Mang Yang Rubber Co.,Ltd",Subsidiary,"167,106,043","641,880,444",,,
"Quang Nam Rubber Co.,Ltd","Quang Nam Rubber Co.,Ltd","Quang Nam Rubber Co.,Ltd",Subsidiary,"823,760,515","921,333,203",,,
"- Quang Ngai Rubber Co.,Ltd","- Quang Ngai Rubber Co.,Ltd","- Quang Ngai Rubber Co.,Ltd",Subsidiary,"396,463,860","397,550,062",,,
"- Thanh Hoa Rubber Co.,Ltd","- Thanh Hoa Rubber Co.,Ltd","- Thanh Hoa Rubber Co.,Ltd",Subsidiary,-,"361,969,284",,,
"Purchasing goods, services","Purchasing goods, services","Purchasing goods, services",,"2,852,446,206,274","3,479,230,115,039",,,
"- Bean Heack Investment Co., Ltd","- Bean Heack Investment Co., Ltd","- Bean Heack Investment Co., Ltd",Group member,"233,086,926,108","208,308,468,460",,,
"- C.R.C.K.2 Aphivath Caoutchouc Co., Ltd","- C.R.C.K.2 Aphivath Caoutchouc Co., Ltd","- C.R.C.K.2 Aphivath Caoutchouc Co., Ltd",Group member,"233,745,425,283","225,508,681,399",,,
"- C.R.C.K Aphivath Caoutchouc Co., Ltd","- C.R.C.K Aphivath Caoutchouc Co., Ltd","- C.R.C.K Aphivath Caoutchouc Co., Ltd",Group member,-,"27,587,448,000",,,
- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,Subsidiary,"23,615,424,000","51,076,947,600",,,
- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,- Dien Bien Rubber JSC,Subsidiary,"45,397,418,192","41,574,750,000",,,
- Dong Nai Kratie JSC,- Dong Nai Kratie JSC,- Dong Nai Kratie JSC,Associate,"101,149,155,240","80,236,677,988",,,
- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,Subsidiary,"17,366,000,000","35,980,704,000",,,
- Ha Giang Rubber JSC,- Ha Giang Rubber JSC,- Ha Giang Rubber JSC,Subsidiary,"33,256,562,500",-,,,
- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,Subsidiary,"5,612,544,000","94,705,531,200",,,
