row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2025,01/01/2025,numeric__ASSETS,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
Code,Code,Code,ASSETS,Note,VND,VND,,,,
100,100,100,A. CURRENT ASSETS,,"6,618,454,296,869","6,347,339,551,921",,,,
110,100 > 110,110,I. Cash and cash equivalents,3,"1,303,766,080,564","605,210,723,572",,3.0,,
111,111,111,1. Cash,,"157,666,080,564","284,731,819,462",,,,
112,112,112,2. Cash equivalents,,"1,146,100,000,000","320,478,904,110",,,,
120,112 > 120,120,II. Short-term financial investments,4,"3,866,511,792,757","3,641,300,110,695",,4.0,,
121,121,121,1. Trading securities,,"1,163,634,161","1,163,634,161",,,,
122,122,122,2. Provision for diminution in value of trading securities,,"(68,237,000)","(68,237,000)",,,,
123,123,123,3. Held-to-maturity investments,,"3,865,416,395,596","3,640,204,713,534",,,,
130,130,130,III. Short-term receivables,,"981,308,656,665","1,211,608,185,768",,,,
131,130 > 131,131,1. Short-term trade receivables,5,"41,952,160,314","53,456,935,588",,5.0,,
132,130 > 132,132,2. Short-term prepayments to suppliers,6,"55,415,167,982","13,669,770,978",,6.0,,
135,130 > 135,135,3. Short-term lending receivables,7,"361,041,738,099","386,591,651,857",,7.0,,
136,130 > 136,136,4. Other short-term receivables,8,"902,502,943,933","1,105,873,194,528",,8.0,,
137,137,137,5. Provision for short-term doubtful debts,,"(379,603,353,663)","(347,983,367,183)",,,,
140,140,140,IV. Inventories,,"287,062,969,619","712,428,040,701",,,,
141,140 > 141,141,1. Inventories,10,"287,062,969,619","712,428,040,701",,10.0,,
150,150,150,V. Other short-term assets,,"179,804,797,264","176,792,491,185",,,,
151,151,151,1. Short-term prepaid expenses,,"3,334,173,682","2,493,169,058",,,,
153,151 > 153,153,2. Taxes and other receivables from the State budget,15,"176,470,623,582","174,299,322,127",,15.0,,
