row_label_raw,row_label_full,col_0,Relation,Year 2025,Year 2024,numeric__Relation,numeric__Year 2025,numeric__Year 2024
- VRG Long Thanh Investment and Development JSC,- VRG Long Thanh Investment and Development JSC,- VRG Long Thanh Investment and Development JSC,Associate,"30,800,000,000","26,400,000,000",,,
- EVN International JSC,- EVN International JSC,- EVN International JSC,Investee,-,"9,936,000,000",,,
- Sai Gon VRG Investment Holding Coporation,- Sai Gon VRG Investment Holding Coporation,- Sai Gon VRG Investment Holding Coporation,Investee,"6,855,656,000","5,639,200,000",,,
- Rubber Engineering JSC,- Rubber Engineering JSC,- Rubber Engineering JSC,Subsidiary,"1,620,000,000","1,620,000,000",,,
- Thuan An Wood Processing JSC,- Thuan An Wood Processing JSC,- Thuan An Wood Processing JSC,Investee,"558,833,000","614,716,300",,,
- Geru Star Sport JSC,- Geru Star Sport JSC,- Geru Star Sport JSC,Subsidiary,-,"566,560,000",,,
- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,Subsidiary,"43,029,503,813","24,270,016,568",,,
- Ba Ria Kampongthom Rubber JSC,- Ba Ria Kampongthom Rubber JSC,- Ba Ria Kampongthom Rubber JSC,Associate,"26,231,908,788","11,187,450,945",,,
- Chu Se Kampongthom JSC,- Chu Se Kampongthom JSC,- Chu Se Kampongthom JSC,Associate,"66,189,824,150","82,789,724,951",,,
- Tan Bien Kampongthom JSC,- Tan Bien Kampongthom JSC,- Tan Bien Kampongthom JSC,Associate,"33,862,054,093","38,220,000,000",,,
- Dau Tieng Kratie Rubber JSC,- Dau Tieng Kratie Rubber JSC,- Dau Tieng Kratie Rubber JSC,Associate,"2,842,400,000","5,100,000,000",,,
- Dong Phu Kratie JSC,- Dong Phu Kratie JSC,- Dong Phu Kratie JSC,Associate,"9,511,253,180","5,388,120,000",,,
- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,Associate,"17,009,415,622","17,635,982,983",,,
- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,Associate,"7,254,789,600","6,650,223,800",,,
- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,Subsidiary,"96,000,000,000","72,000,000,000",,,
- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,Subsidiary,"45,000,000,000","16,200,000,000",,,
