row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2025,01/01/2025,numeric__ASSETS,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
Code,Code,Code,ASSETS,Note,VND,VND,,,,
200,200,200,B. NON-CURRENT ASSETS,,"39,196,455,750,536","39,074,291,353,574",,,,
210,210,210,I. Long-term receivables,,"2,966,748,568,297","2,681,130,930,381",,,,
212,210 > 212,212,1. Long-term prepayments to suppliers,6,"346,730,924,429",-,,6.0,,
215,210 > 215,215,2. Long-term lending receivables,7,"727,148,754,287","750,153,846,190",,7.0,,
216,210 > 216,216,3. Other long-term receivables,8,"2,262,825,580,231","2,307,628,216,562",,8.0,,
219,219,219,4. Provision for long-term doubtful debts,,"(369,956,690,650)","(376,651,132,371)",,,,
220,220,220,II. Fixed assets,,"107,272,753,484","107,722,031,126",,,,
221,220 > 221,221,1. Tangible fixed assets,11,"95,871,662,438","96,122,939,756",,11.0,,
222,222,222,- Historical cost,,"269,107,133,258","260,355,281,091",,,,
223,223,223,- Accumulated depreciation,,"(173,235,470,820)","(164,232,341,335)",,,,
227,223 > 227,227,2. Intangible fixed assets,12,"11,401,091,046","11,599,091,370",,12.0,,
228,228,228,- Historical cost,,"21,939,665,174","21,855,562,610",,,,
229,229,229,- Accumulated amortization,,"(10,538,574,128)","(10,256,471,240)",,,,
240,240,240,III. Long-term assets in progress,,"4,060,536,437","1,363,716,666",,,,
242,242,242,1. Construction in progress,,"4,060,536,437","1,363,716,666",,,,
250,242 > 250,250,IV. Long-term financial investments,4,"36,089,805,897,898","36,281,041,087,224",,4.0,,
251,251,251,1. Investments in subsidiaries,,"31,403,255,697,063","31,403,255,726,363",,,,
252,252,252,2. Investments in joint ventures and associates,,"5,749,855,610,109","5,749,855,610,109",,,,
253,253,253,3. Equity investments in other entities,,"203,111,202,124","203,111,202,124",,,,
254,254,254,4. Provision for devaluation of long-term investments,,"(1,266,416,611,398)","(1,075,181,451,372)",,,,
260,260,260,V. Other long-term assets,,"28,567,994,420","3,033,588,177",,,,
261,261,261,1. Long-term prepaid expenses,,"28,567,994,420","3,033,588,177",,,,
270,270,270,TOTAL ASSETS,,"45,814,910,047,405","45,421,630,905,495",,,,
