row_label_raw,row_label_full,STT,Tên công ty con,Tên viết tắt,Lĩnh vực kinh doanh,Tình trang hoạt động,Tỷ lệ biểu quyết (%),numeric__Tên công ty con,numeric__Tên viết tắt,numeric__Lĩnh vực kinh doanh,numeric__Tình trang hoạt động,numeric__Tỷ lệ biểu quyết (%)
83,83,83,Công Ty Cổ phần Đầu tư và Phát triển Bất động sản Ngoc Khánh,Ngoc Khanh,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
84,84,84,Công ty Cổ phần Bảo vệ Minh An,Minh An,Hoạt động bảo vệ cá nhân,Đang hoạt động,51,,,,,51.0
85,85,85,Công Ty TNHH Đầu Tư Kinh Doanh Bất Đông Sản Lan Anh,Bất động sản Lan Anh,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
86,86,86,Công ty TNHH Thương mại và Phát triển Eastern Lotus,Eastern Lotus,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
87,87,87,Công Ty TNHH Magnolia Southern Holdings,Magnolia Southern Holdings,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
88,88,88,Công Ty TNHH BĐS Hoa Phương Đỏ,Hoa Phương Đỏ,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
89,89,89,Công ty Cổ Phần Bất Đông Sản Thuận An City,Thuận An City,Kinh doanh BĐS,Đang hoạt động,100,,,,,100.0
90,90,90,Công ty TNHH Đầu Tư Lê Gia Newland,Lê Gia Newland,Kinh doanh BĐS,Đang hoạt động,67,,,,,67.0
91,91,91,Công ty Cổ Phần Dịch vụ và Địa ốc Thăng Long,Địa Ốc Thăng Long,Kinh doanh BĐS,Đang hoạt động,51,,,,,51.0
92,92,92,Công ty TNHH Phát triển Bất Đông Sản Orchid Land,Orchid Land,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
