row_label_raw,row_label_full,Ngân hàng,Số cuối năm(VND),Kỳ hạn trả gốc,Mục đíchvay,Hình thứcđảm báo,numeric__Số cuối năm(VND),numeric__Kỳ hạn trả gốc,numeric__Mục đíchvay,numeric__Hình thứcđảm báo
Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,,,,
Ngân hàng khác,Ngân hàng khác > Ngân hàng khác,Ngân hàng khác,3.940.828.054,Từ ngày 30 tháng 9năm 2026 đến ngày 11tháng 12 năm 2033,Muatài sản,Phương tiệnvận tải,3940828054.0,,,
Trong đó:Vay dài hạnđến hạn trả,Ngân hàng khác > Trong đó:Vay dài hạnđến hạn trả,Trong đó:Vay dài hạnđến hạn trả,933.687.196,,,,933687196.0,,,
