row_label_raw,row_label_full,Số đầu năm > Vay trong năm,Năm nay > 6.555.789.270.222 > 4.826.842.453.239,VNDNăm trước > 5.289.299.702.818 > 4.052.762.228.967,numeric__Năm nay > 6.555.789.270.222 > 4.826.842.453.239,numeric__VNDNăm trước > 5.289.299.702.818 > 4.052.762.228.967
Trả nợ gốc vay,Trả nợ gốc vay,Trả nợ gốc vay,(6.590.632.071.833),(2.791.589.645.284),-6590632071833.0,-2791589645284.0
Chỉ phí phát hành trái phiếu,Chỉ phí phát hành trái phiếu,Chỉ phí phát hành trái phiếu,-,(997.272.727),,-997272727.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,3.786.016.139,6.314.256.448,3786016139.0,6314256448.0
Số cuối năm,Số cuối năm,Số cuối năm,4.795.785.667.767,6.555.789.270.222,4795785667767.0,6555789270222.0
