row_label_raw,row_label_full,Mã số,TÀI SÁN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SÁN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SÀN NGÁN HẠN,,33.913.372.104.043,26.133.343.597.946,,,33913372104043.0,26133343597946.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,3.391.086.654.285,1.249.079.279.225,,5.0,3391086654285.0,1249079279225.0
111,111,111,1. Tiền,,646.034.691.076,361.642.199.820,,,646034691076.0,361642199820.0
112,112,112,2. Các khoản tương đương tiền,,2.745.051.963.209,887.437.079.405,,,2745051963209.0,887437079405.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,422.577.076.698,77.870.684.561,,,422577076698.0,77870684561.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,6,422.577.076.698,77.870.684.561,,6.0,422577076698.0,77870684561.0
130,130,130,III. Các khoản phải thu ngắn hạn,,14.168.957.829.295,11.089.555.145.173,,,14168957829295.0,11089555145173.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,1.685.387.088.444,1.601.265.690.444,,7.0,1685387088444.0,1601265690444.0
132,132,132,2. Trả trước cho người bán ngắn hạn,8,5.298.365.895.361,3.279.350.947.058,,8.0,5298365895361.0,3279350947058.0
135,135,135,3. Phải thu về cho vay ngắn hạn,9,1.158.911.938.627,236.633.335.227,,9.0,1158911938627.0,236633335227.0
136,136,136,4. Phải thu ngắn hạn khác,10,6.606.751.768.811,6.402.292.299.331,,10.0,6606751768811.0,6402292299331.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,11,(580.458.861.948),(429.987.126.887),,11.0,-580458861948.0,-429987126887.0
140,140,140,IV. Hàng tồn kho,12,15.657.589.363.782,13.406.214.592.820,,12.0,15657589363782.0,13406214592820.0
141,141,141,1. Hàng tồn kho,,15.657.589.363.782,13.406.214.592.820,,,15657589363782.0,13406214592820.0
150,150,150,V. Tài sản ngắn hạn khác,,273.161.179.983,310.623.896.167,,,273161179983.0,310623896167.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,13,81.499.499.183,125.529.531.185,,13.0,81499499183.0,125529531185.0
152,152,152,2. Thuế GTGT được khấu trừ,22,152.907.562.784,144.384.995.061,,22.0,152907562784.0,144384995061.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,22,38.754.118.016,40.709.369.921,,22.0,38754118016.0,40709369921.0
