row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,128.877.339,110.384.849,128877339.0,110384849.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,120.905.879,95.906.752,120905879.0,95906752.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,4.756.912,10.711.352,4756912.0,10711352.0
Khác,Khác,Khác,3.214.548,3.766.745,3214548.0,3766745.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,270.161.652,36.924.693,270161652.0,36924693.0
Dự phòng/(hoản nhập dự phòng)phải thu khó đòi,Dự phòng/(hoản nhập dự phòng)phải thu khó đòi,Dự phòng/(hoản nhập dự phòng)phải thu khó đòi,245.459.928,(2.159.964),245459928.0,-2159964.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.782.431,24.552.498,7782431.0,24552498.0
Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,1.633.694,1.538.039,1633694.0,1538039.0
Khác,Khác,Khác,15.285.599,12.994.120,15285599.0,12994120.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,399.038.991,147.309.542,399038991.0,147309542.0
