row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.744.137.814,6.679.611.050,2744137814.0,6679611050.0
Vay dài hạn bên liên quan đến hạn phải trả (TM số 17.4 and TM số 26),Vay dài hạn bên liên quan đến hạn phải trả (TM số 17.4 and TM số 26),Vay dài hạn bên liên quan đến hạn phải trả (TM số 17.4 and TM số 26),1.351.784.995,-,1351784995.0,
Vay ngắn hạn ngân hàng (TM số 17.2),Vay ngắn hạn ngân hàng (TM số 17.2),Vay ngắn hạn ngân hàng (TM số 17.2),1.095.586.881,1.200.749.776,1095586881.0,1200749776.0
Vay dài hạn ngân hàng đến hạn trả (TM số 17.3),Vay dài hạn ngân hàng đến hạn trả (TM số 17.3),Vay dài hạn ngân hàng đến hạn trả (TM số 17.3),254.941.978,123.799.539,254941978.0,123799539.0
Vay ngắn hạn bên liên quan (TM số 17.1 và TM số 26),Vay ngắn hạn bên liên quan (TM số 17.1 và TM số 26),Vay ngắn hạn bên liên quan (TM số 17.1 và TM số 26),41.823.960,5.158.215.316,41823960.0,5158215316.0
Vay dài hạn trái phiếu đến hạn trả,Vay dài hạn trái phiếu đến hạn trả,Vay dài hạn trái phiếu đến hạn trả,-,196.846.419,,196846419.0
Dài hạn,Dài hạn,Dài hạn,1.803.299.672,2.862.652.188,1803299672.0,2862652188.0
Vay dài hạn các bên liên quan (TM số 17.4 và TM số 26),Vay dài hạn các bên liên quan (TM số 17.4 và TM số 26),Vay dài hạn các bên liên quan (TM số 17.4 và TM số 26),1.093.729.771,2.001.191.815,1093729771.0,2001191815.0
Vay dài hạn ngân hàng (TM số 17.3),Vay dài hạn ngân hàng (TM số 17.3),Vay dài hạn ngân hàng (TM số 17.3),709.569.901,861.460.373,709569901.0,861460373.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.547.437.486,9.542.263.238,4547437486.0,9542263238.0
