row_label_raw,row_label_full,Mã số,NGUÔN VÔN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUÔN VÔN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,5.495.663.769,12.638.602.864,,,5495663769.0,12638602864.0
310,310,310,I. Nợ ngắn hạn,,3.325.378.693,8.928.768.596,,,3325378693.0,8928768596.0
311,311,311,1. Phải trả người bán ngắn hạn,12,54.814.109,649.293.236,,12.0,54814109.0,649293236.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,13,1.491.669,68.279.069,,13.0,1491669.0,68279069.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,162.728,483.849,,16.0,162728.0,483849.0
314,314,314,4. Phải trả người lao động,,2.336.061,6.836.589,,,2336061.0,6836589.0
315,315,315,5. Chi phí phải trả ngắn hạn,14,264.079.854,403.053.261,,14.0,264079854.0,403053261.0
319,319,319,6. Phải trả ngắn hạn khác,15,258.356.458,1.121.211.542,,15.0,258356458.0,1121211542.0
320,320,320,7. Vay ngắn hạn,17,2.744.137.814,6.679.611.050,,17.0,2744137814.0,6679611050.0
330,330,330,II. Nợ dài hạn,,2.170.285.076,3.709.834.268,,,2170285076.0,3709834268.0
333,333,333,1. Chi phí phải trả dài hạn,14,175.531.171,185.916.164,,14.0,175531171.0,185916164.0
337,337,337,2. Phải trả dài hạn khác,15,191.454.233,661.265.916,,15.0,191454233.0,661265916.0
338,338,338,3. Vay dài hạn,17,1.803.299.672,2.862.652.188,,17.0,1803299672.0,2862652188.0
400,400,400,D. VÔN CHỦ SỞ HỮU,,11.904.457.067,12.161.231.698,,,11904457067.0,12161231698.0
410,410,410,I. Vốn chủ sở hữu,18,11.904.457.067,12.161.231.698,,18.0,11904457067.0,12161231698.0
411,411,411,1. Vốn cổ phần,,11.085.538.950,11.085.538.950,,,11085538950.0,11085538950.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,11.085.538.950,11.085.538.950,,,11085538950.0,11085538950.0
412,412,412,2. Thặng dư vốn cổ phần,,1.170.127.000,1.170.127.000,,,1170127000.0,1170127000.0
421,421,421,3. Lỗ lũy kế,,(351.208.883),(94.434.252),,,-351208883.0,-94434252.0
421a,421a,421a,- Lỗ sau thuế chưa phân phối lũy kế đến cuối năm trước,,(95.394.252),(68.715.644),,,-95394252.0,-68715644.0
421b,421b,421b,- Lỗ trong năm,,(255.814.631),(25.718.608),,,-255814631.0,-25718608.0
440,440,440,TỔNG CỘNG NGUỒN VÔN,,17.400.120.836,24.799.834.562,,,17400120836.0,24799834562.0
