row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu bên liên quan,Phải thu bên liên quan,Phải thu bên liên quan,27.732.246.054,-,29.284.538.871,-,27732246054.0,,29284538871.0,
Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,27.652.555.042,-,27.703.478.871,-,27652555042.0,,27703478871.0,
Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu phí quản lý,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu phí quản lý,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu phí quản lý,79.691.012,-,1.581.060.000,-,79691012.0,,1581060000.0,
Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,13.553.735.230,-,10.086.534.108,-,13553735230.0,,10086534108.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,1.112.952.849,-,119.040.732,-,1112952849.0,,119040732.0,
Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,6.677.279.382,-,294.172.050,-,6677279382.0,,294172050.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,510.302.056,-,818.226.927,-,510302056.0,,818226927.0,
"Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn",477.284.911,-,440.000.000,-,477284911.0,,440000000.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,4.775.916.032,-,8.415.094.399,-,4775916032.0,,8415094399.0,
Cộng,Cộng,Cộng,41.285.981.284,-,39.371.072.979,-,41285981284.0,,39371072979.0,
