row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do trích lập từ lợi nhuận,Chi quỹ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do trích lập từ lợi nhuận,numeric__Chi quỹ trong năm,numeric__Số cuối năm
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",63.852.114.054,23.568.318.229,(24.457.656.174),62.962.776.109,63852114054.0,23568318229.0,-24457656174.0,62962776109.0
"Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành",190.200.000,-,-,190.200.000,190200000.0,,,190200000.0
Cộng,Cộng,Cộng,64.042.314.054,23.568.318.229,(24.457.656.174),63.152.976.109,64042314054.0,23568318229.0,-24457656174.0,63152976109.0
