row_label_raw,row_label_full,Số đầu năm,Năm nay > 4.586.462.503,Năm trước > 337.260.706,numeric__Năm nay > 4.586.462.503,numeric__Năm trước > 337.260.706
Trích lập dự phòng,Trích lập dự phòng,Trích lập dự phòng,691.384.496,4.249.201.797,691384496.0,4249201797.0
Xử lý xóa số,Xử lý xóa số,Xử lý xóa số,(60.074.720),-,-60074720.0,
Số cuối năm,Số cuối năm,Số cuối năm,5.217.772.279,4.586.462.503,5217772279.0,4586462503.0
