row_label_raw,row_label_full,col_0,Giá gốc,Số cuối năm Lợi nhuận phát sinh sau ngày đầu tư,Cộng,Giá gốc_1,Số đầu năm Lợi nhuận phát sinh sau ngày đầu tư,Cộng_1,numeric__Giá gốc,numeric__Số cuối năm Lợi nhuận phát sinh sau ngày đầu tư,numeric__Cộng,numeric__Giá gốc_1,numeric__Số đầu năm Lợi nhuận phát sinh sau ngày đầu tư,numeric__Cộng_1
Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước (i),Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước (i),Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước (i),1.201.146.750.000,226.668.115.323,1.427.814.865.323,684.165.000.000,123.481.279.268,807.646.279.268,1201146750000.0,226668115323.0,1427814865323.0,684165000000.0,123481279268.0,807646279268.0
Công ty Cổ phần Đường Vành đai 4 Thành phố Hồ Chí Minh (ii),Công ty Cổ phần Đường Vành đai 4 Thành phố Hồ Chí Minh (ii),Công ty Cổ phần Đường Vành đai 4 Thành phố Hồ Chí Minh (ii),36.000.000.000,-,36.000.000.000,-,-,-,36000000000.0,,36000000000.0,,,
Cổ phần Đường cao tốc Thành phố Hồ Chí Minh - Thủ Dầu Một - Chơn Thành (iii),Cổ phần Đường cao tốc Thành phố Hồ Chí Minh - Thủ Dầu Một - Chơn Thành (iii),Cổ phần Đường cao tốc Thành phố Hồ Chí Minh - Thủ Dầu Một - Chơn Thành (iii),20.000.000.000,-,20.000.000.000,-,-,-,20000000000.0,,20000000000.0,,,
Cộng,Cộng,Cộng,1.257.146.750.000,226.668.115.323,1.483.814.865.323,684.165.000.000,123.481.279.268,807.646.279.268,1257146750000.0,226668115323.0,1483814865323.0,684165000000.0,123481279268.0,807646279268.0
