row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,2.268.499.437.236,2.661.755.974.149,,300.0,,2268499437236.0,2661755974149.0
I.,I.,I.,Nợ ngắn hạn,310,,952.508.952.111,2.059.749.835.849,,310.0,,952508952111.0,2059749835849.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.15,81.308.363.062,696.679.853.380,,311.0,,81308363062.0,696679853380.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.16,9.503.959.591,10.808.976.400,,312.0,,9503959591.0,10808976400.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.17,84.025.863.863,35.744.029.250,,313.0,,84025863863.0,35744029250.0
4.,4.,4.,Phải trả người lao động,314,V.18,11.811.016.665,9.727.065.901,,314.0,,11811016665.0,9727065901.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.19,268.610.866.574,245.682.158.404,,315.0,,268610866574.0,245682158404.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,43.408.146,60.740.990,,318.0,,43408146.0,60740990.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.20a,348.186.423.614,350.137.871.332,,319.0,,348186423614.0,350137871332.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.21a,85.866.074.487,646.866.826.138,,320.0,,85866074487.0,646866826138.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.22,63.152.976.109,64.042.314.054,,322.0,,63152976109.0,64042314054.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trải phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,1.315.990.485.125,602.006.138.300,,330.0,,1315990485125.0,602006138300.0
1.,1.,1.,Phải trả người bán dài hạn,331,,-,18.838.742.400,,331.0,,,18838742400.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.23,113.175.511.721,11.904.073.192,,336.0,,113175511721.0,11904073192.0
7.,7.,7.,Phải trả dài hạn khác,337,V.20b,12.421.047.900,24.482.362.708,,337.0,,12421047900.0,24482362708.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.21b,1.190.393.925.504,546.780.960.000,,338.0,,1190393925504.0,546780960000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
