row_label_raw,row_label_full,col_0,Chức danh,Tiền lương,Thường,Thù lao,Cộng thu nhập,numeric__Chức danh,numeric__Tiền lương,numeric__Thường,numeric__Thù lao,numeric__Cộng thu nhập
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,
Ông Đỗ Quang Ngôn,Năm nay > Ông Đỗ Quang Ngôn,Ông Đỗ Quang Ngôn,Chủ tịch HĐQT,975.000.000,525.000.000,261.000.000,1.761.000.000,,975000000.0,525000000.0,261000000.0,1761000000.0
Ông Quảng Văn Viết Cương,Năm nay > Ông Quảng Văn Viết Cương,Ông Quảng Văn Viết Cương,Phó Chủ tịch HĐQT,-,-,208.800.000,208.800.000,,,,208800000.0,208800000.0
Bà Lê Thị Xuân Diệu,Năm nay > Bà Lê Thị Xuân Diệu,Bà Lê Thị Xuân Diệu,Thành viên HĐQT,-,-,121.800.000,121.800.000,,,,121800000.0,121800000.0
Ông Trần Thiện Thẻ,Năm nay > Ông Trần Thiện Thẻ,Ông Trần Thiện Thẻ,Thành viên HĐQT,-,-,121.800.000,121.800.000,,,,121800000.0,121800000.0
Ông Nguyễn Hải Hoàng,Năm nay > Ông Nguyễn Hải Hoàng,Ông Nguyễn Hải Hoàng,Trưởng Ban Kiểm soát,-,-,121.800.000,121.800.000,,,,121800000.0,121800000.0
Bà Lê Thị Thùy Dương,Năm nay > Bà Lê Thị Thùy Dương,Bà Lê Thị Thùy Dương,Thành viên Ban Kiểm soát,-,-,87.000.000,87.000.000,,,,87000000.0,87000000.0
Bà Mai Thị Huỳnh Mai,Năm nay > Bà Mai Thị Huỳnh Mai,Bà Mai Thị Huỳnh Mai,Thành viên Ban Kiểm soát,-,-,87.000.000,87.000.000,,,,87000000.0,87000000.0
Ông Trịnh Thanh Hùng,Năm nay > Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,Tổng Giám đốc,910.000.000,490.000.000,-,1.400.000.000,,910000000.0,490000000.0,,1400000000.0
Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Thành viên HĐQT,,,,,,,,,
Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang > Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Phó Tổng Giám đốc,715.000.000,385.000.000,121.800.000,1.221.800.000,,715000000.0,385000000.0,121800000.0,1221800000.0
