row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Giảm do thanh lý công ty con,VND Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Giảm do thanh lý công ty con,numeric__VND Số cuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,125.855.823.782,84.575.602.133,(108.456.973.855),-,101.974.452.060,125855823782.0,84575602133.0,-108456973855.0,,101974452060.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,83.223.591.263,188.348.149.054,(218.120.304.795),(4.547.677.362),48.903.758.160,83223591263.0,188348149054.0,-218120304795.0,-4547677362.0,48903758160.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,12.000.299.007,57.964.222.376,(58.026.122.786),(2.124.981.327),9.813.417.270,12000299007.0,57964222376.0,-58026122786.0,-2124981327.0,9813417270.0
Khác,Khác,Khác,12.044.210.352,12.071.888.324,(7.101.002.387),(469.680),17.014.626.609,12044210352.0,12071888324.0,-7101002387.0,-469680.0,17014626609.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,233.123.924.404,342.959.861.887,(391.704.403.823),(6.673.128.369),177.706.254.099,233123924404.0,342959861887.0,-391704403823.0,-6673128369.0,177706254099.0
