row_label_raw,row_label_full,Ông Trần Thanh Tân,Trường ban,col_2,numeric__Trường ban,numeric__col_2
Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Thành viên,bổ nhiệm ngày 6 tháng 8 năm 2024,,
Ông Phạm Anh Khôi,Ông Phạm Anh Khôi,Ông Phạm Anh Khôi,Thành viên,từ nhiệm ngày 19 tháng 7 năm 2024,,
