row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,148.241.195.741,144.283.470.835,148241195741.0,144283470835.0
"Chi phí hoa hồng môi giới, nhà mẫu","Chi phí hoa hồng môi giới, nhà mẫu","Chi phí hoa hồng môi giới, nhà mẫu",116.753.729.625,129.192.259.911,116753729625.0,129192259911.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.129.247.568,1.067.262.338,1129247568.0,1067262338.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,529.375.480,995.663.655,529375480.0,995663655.0
Khác,Khác,Khác,29.828.843.068,13.028.284.931,29828843068.0,13028284931.0
Dài hạn,Dài hạn,Dài hạn,73.879.654.097,70.523.952.589,73879654097.0,70523952589.0
Chi phí sữa chữa văn phòng,Chi phí sữa chữa văn phòng,Chi phí sữa chữa văn phòng,12.610.560.497,6.339.583.698,12610560497.0,6339583698.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",5.033.219.520,3.702.924.137,5033219520.0,3702924137.0
"Chi phí hoa hồng môi giới, nhà mẫu","Chi phí hoa hồng môi giới, nhà mẫu","Chi phí hoa hồng môi giới, nhà mẫu",2.439.216.200,8.326.439.536,2439216200.0,8326439536.0
Khác,Khác,Khác,53.796.657.880,52.155.005.218,53796657880.0,52155005218.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,222.120.849.838,214.807.423.424,222120849838.0,214807423424.0
