row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,2.609.745.694.557,1.997.404.377.548,,271.0,2609745694557.0,1997404377548.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,(171.858.947.836),-,,271.0,-171858947836.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,2.437.886.746.721,1.997.404.377.548,,271.0,2437886746721.0,1997404377548.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(1.259.975.327.160),(1.287.102.210.270),,28.0,-1259975327160.0,-1287102210270.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.177.911.419.561,710.302.167.278,,,1177911419561.0,710302167278.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,31.380.199.206,47.665.734.279,,272.0,31380199206.0,47665734279.0
22,22,22,7. Chi phí tài chính,29,(102.609.363.505),(134.239.550.690),,29.0,-102609363505.0,-134239550690.0
23,23,23,Trong đó: Chi phí lãi vay,,(97.857.939.660),(126.397.721.563),,,-97857939660.0,-126397721563.0
24,24,24,8. Phần lỗ trong công ty liên kết,,(38.559.550.659),(107.143.370.368),,,-38559550659.0,-107143370368.0
25,25,25,9. Chi phí bán hàng,30,(443.420.829.768),(325.472.011.043),,30.0,-443420829768.0,-325472011043.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,(289.973.077.947),(278.366.045.981),,30.0,-289973077947.0,-278366045981.0
30,30,30,11. Lợi nhuận (lỗ) thuần từ hoạt động kinh doanh,,334.728.796.888,(87.253.076.525),,,334728796888.0,-87253076525.0
31,31,31,12. Thu nhập khác,31,40.997.693.209,37.942.281.466,,31.0,40997693209.0,37942281466.0
32,32,32,13. Chi phí khác,31,(34.394.197.119),(30.226.336.280),,31.0,-34394197119.0,-30226336280.0
40,40,40,14. Lợi nhuận khác,31,6.603.496.090,7.715.945.186,,31.0,6603496090.0,7715945186.0
50,50,50,15. Tổng lợi nhuận (lỗ) kế toán trước thuế,,341.332.292.978,(79.537.131.339),,,341332292978.0,-79537131339.0
51,51,51,16. Chi phí thuế TNDN hiện hành,32.1,(84.575.602.133),(29.952.562.262),,321.0,-84575602133.0,-29952562262.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,32.3,(8.677.381.471),(50.772.218.010),,323.0,-8677381471.0,-50772218010.0
60,60,60,18. Lợi nhuận (lỗ) sau thuế TNDN,,248.079.309.374,(160.261.911.611),,,248079309374.0,-160261911611.0
61,61,61,19. Lợi nhuận (lỗ) sau thuế của cổ đông công ty mẹ,,140.670.849.757,(168.120.092.464),,,140670849757.0,-168120092464.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,107.408.459.617,7.858.180.853,,,107408459617.0,7858180853.0
70,70,70,21. Lãi (lỗ) cơ bản trên cổ phiếu,26.4,,(290),,264.0,,-290.0
71,71,71,22. Lãi (lỗ) suy giảm trên cổ phiếu,26.4,,(290),,264.0,,-290.0
