row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,6.752.105.974.741,7.354.175.665.787,,,6752105974741.0,7354175665787.0
310,310,310,I. Nợ ngắn hạn,,6.313.080.101.657,6.754.419.467.135,,,6313080101657.0,6754419467135.0
311,311,311,1. Phải trả người bán ngắn hạn,19,290.428.139.442,282.833.464.557,,19.0,290428139442.0,282833464557.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,398.368.214.022,363.629.088.692,,20.0,398368214022.0,363629088692.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,177.706.254.099,233.123.924.404,,21.0,177706254099.0,233123924404.0
314,314,314,4. Phải trả người lao động,,87.023.966.200,88.191.478.832,,,87023966200.0,88191478832.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,409.179.419.819,350.036.085.878,,22.0,409179419819.0,350036085878.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,75.520.490.466,105.178.503.034,,23.0,75520490466.0,105178503034.0
319,319,319,7. Phải trả ngắn hạn khác,24,2.889.456.888.859,3.567.185.882.171,,24.0,2889456888859.0,3567185882171.0
320,320,320,8. Vay ngắn hạn,25,1.834.434.542.987,1.606.355.163.135,,25.0,1834434542987.0,1606355163135.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,150.962.185.763,157.885.876.432,,,150962185763.0,157885876432.0
330,330,330,II. Nợ dài hạn,,439.025.873.084,599.756.198.652,,,439025873084.0,599756198652.0
337,337,337,1. Phải trả dài hạn khác,,210.000.000,160.000.000,,,210000000.0,160000000.0
338,338,338,2. Vay dài hạn,25,377.960.774.216,547.674.848.160,,25.0,377960774216.0,547674848160.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,32.3,60.855.098.868,51.921.350.492,,323.0,60855098868.0,51921350492.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,8.316.412.827.479,8.102.944.265.617,,,8316412827479.0,8102944265617.0
410,410,410,I. Vốn chủ sở hữu,26.1,8.316.412.827.479,8.102.944.265.617,,261.0,8316412827479.0,8102944265617.0
411,411,411,1. Vốn cổ phần,,5.791.031.240.000,5.741.031.240.000,,,5791031240000.0,5741031240000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.791.031.240.000,5.741.031.240.000,,,5791031240000.0,5741031240000.0
412,412,412,2. Thặng dư vốn cổ phần,,4.503.548.710,4.503.548.710,,,4503548710.0,4503548710.0
414,414,414,3. Vốn khác của chủ sở hữu,,24.503.464.043,24.503.464.043,,,24503464043.0,24503464043.0
418,418,418,4. Quỹ đầu tư phát triển,,6.193.919.585,6.193.919.585,,,6193919585.0,6193919585.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,186.039.773.235,89.978.362.170,,,186039773235.0,89978362170.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,45.368.923.478,258.098.454.634,,,45368923478.0,258098454634.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối (lỗ) năm nay,,140.670.849.757,(168.120.092.464),,,140670849757.0,-168120092464.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,,2.304.140.881.906,2.236.733.731.109,,,2304140881906.0,2236733731109.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,15.068.518.802.220,15.457.119.931.404,,,15068518802220.0,15457119931404.0
