row_label_raw,row_label_full,Ngân hàng,Số cuối năm(VND),Kỳ hạn trả gốc,Mục đích vay,Hình thức đảm bảo,numeric__Số cuối năm(VND),numeric__Kỳ hạn trả gốc,numeric__Mục đích vay,numeric__Hình thức đảm bảo
Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,,,,
Khác,Ngân hàng khác > Khác,Khác,3.198.350.296,Từ ngày 1 tháng 11 năm 2024đến 14 tháng 12 năm 2026,Mua tài sản,Phương tiện vận tải,3198350296.0,,,
Trong đó:Vay dài hạn đến hạn trả,Ngân hàng khác > Trong đó:Vay dài hạn đến hạn trả,Trong đó:Vay dài hạn đến hạn trả,265.000.004,,,,265000004.0,,,
TỔNG CỘNG,Ngân hàng khác > TỔNG CỘNG,TỔNG CỘNG,1.334.983.771.239,,,,1334983771239.0,,,
Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Ngân hàng khác > Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,362.960.774.216972.022.997.023,,,,3.62960774216972e+23,,,
Các khoản vay dài hạn ngân hàng được tính theo lãi suất thị trường áp dụng của từng ngân hàng thương mại.,Các khoản vay dài hạn ngân hàng được tính theo lãi suất thị trường áp dụng của từng ngân hàng thương mại.,Các khoản vay dài hạn ngân hàng được tính theo lãi suất thị trường áp dụng của từng ngân hàng thương mại.,Các khoản vay dài hạn ngân hàng được tính theo lãi suất thị trường áp dụng của từng ngân hàng thương mại.,Các khoản vay dài hạn ngân hàng được tính theo lãi suất thị trường áp dụng của từng ngân hàng thương mại.,Các khoản vay dài hạn ngân hàng được tính theo lãi suất thị trường áp dụng của từng ngân hàng thương mại.,Các khoản vay dài hạn ngân hàng được tính theo lãi suất thị trường áp dụng của từng ngân hàng thương mại.,,,,
