row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả người bán hàng hóa và cung cấp dịch vụ,Ngắn hạn > Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,223.666.049,535.030.150,223666049.0,535030150.0
"- Công ty Cổ phần Nông nghiệp Trường Hải (""THACO AGRI"")","Ngắn hạn > - Công ty Cổ phần Nông nghiệp Trường Hải (""THACO AGRI"")","- Công ty Cổ phần Nông nghiệp Trường Hải (""THACO AGRI"")",67.671.985,454.527.130,67671985.0,454527130.0
- Khác,Ngắn hạn > - Khác,- Khác,155.994.064,80.503.020,155994064.0,80503020.0
Phải trả người bán để mua máy móc thiết bị,Ngắn hạn > Phải trả người bán để mua máy móc thiết bị,Phải trả người bán để mua máy móc thiết bị,630.130.688,347.824.942,630130688.0,347824942.0
- Công ty TNHH Cơ điện lạnh Thaco Industries,Ngắn hạn > - Công ty TNHH Cơ điện lạnh Thaco Industries,- Công ty TNHH Cơ điện lạnh Thaco Industries,493.275.272,242.533.795,493275272.0,242533795.0
- THACO AGRI,Ngắn hạn > - THACO AGRI,- THACO AGRI,45.995.115,-,45995115.0,
- Khác,Ngắn hạn > - Khác,- Khác,90.860.301,105.291.147,90860301.0,105291147.0
Phải trả người bán để mua tài sản cố định,Ngắn hạn > Phải trả người bán để mua tài sản cố định,Phải trả người bán để mua tài sản cố định,-,326.755.716,,326755716.0
"- Công ty TNHH MTV Chăn nuôi Bò Trung Nguyên (""Bò Trung Nguyên"")","Ngắn hạn > - Công ty TNHH MTV Chăn nuôi Bò Trung Nguyên (""Bò Trung Nguyên"")","- Công ty TNHH MTV Chăn nuôi Bò Trung Nguyên (""Bò Trung Nguyên"")",-,326.518.324,,326518324.0
- Khác,Ngắn hạn > - Khác,- Khác,-,237.392,,237392.0
Phải trả nhà thầu xây dựng,Ngắn hạn > Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,207.353.650,61.738.351,207353650.0,61738351.0
Phải trả khác,Ngắn hạn > Phải trả khác,Phải trả khác,5.500.000,11.719.328,5500000.0,11719328.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.066.650.387,1.283.068.487,1066650387.0,1283068487.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả người bán để mua tài sản cố định,Dài hạn > Phải trả người bán để mua tài sản cố định,Phải trả người bán để mua tài sản cố định,485.586.907,-,485586907.0,
- Bò Trung Nguyên,Dài hạn > - Bò Trung Nguyên,- Bò Trung Nguyên,485.586.907,-,485586907.0,
Phải trả người bán hàng hóa,Dài hạn > Phải trả người bán hàng hóa,Phải trả người bán hàng hóa,467.174.481,-,467174481.0,
- THACO AGRI,Dài hạn > - THACO AGRI,- THACO AGRI,467.174.481,-,467174481.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,952.761.388,-,952761388.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 30),Trong đó: > Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),1.783.969.526,1.152.725.712,1783969526.0,1152725712.0
- Ngân hạn,Trong đó: > - Ngân hạn,- Ngân hạn,831.208.138,1.152.725.712,831208138.0,1152725712.0
- Dài hạn,Trong đó: > - Dài hạn,- Dài hạn,952.761.388,-,952761388.0,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,235.442.249,130.342.775,235442249.0,130342775.0
