row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,107.437.597,65.154.903,107437597.0,65154903.0
- Công ty TNHH Đầu tư và Kinh doanh Việt Nhật,- Công ty TNHH Đầu tư và Kinh doanh Việt Nhật,- Công ty TNHH Đầu tư và Kinh doanh Việt Nhật,10.405.159,13.882.052,10405159.0,13882052.0
- Khác,- Khác,- Khác,97.032.438,51.272.851,97032438.0,51272851.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,81.739.823,63.095.544,81739823.0,63095544.0
- Công ty TNHH Thương mại Golden Star,- Công ty TNHH Thương mại Golden Star,- Công ty TNHH Thương mại Golden Star,9.387.487,-,9387487.0,
- Công ty TNHH MTV Hùng Nguyên Gia Lai,- Công ty TNHH MTV Hùng Nguyên Gia Lai,- Công ty TNHH MTV Hùng Nguyên Gia Lai,8.355.107,3.459.066,8355107.0,3459066.0
- Khác,- Khác,- Khác,63.997.229,59.636.478,63997229.0,59636478.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,189.177.420,128.250.447,189177420.0,128250447.0
Dự phòng trả trước cho người bán ngắn hạn,Dự phòng trả trước cho người bán ngắn hạn,Dự phòng trả trước cho người bán ngắn hạn,-,(2.140.409),,-2140409.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,189.177.420,126.110.038,189177420.0,126110038.0
