row_label_raw,row_label_full,Tên công ty,Tên công ty_1,Lĩnh vực kinh doanh,Trụ sở,Tình trạng hoạt động,Tỷ lệ sở hữu và biểu quyết(%),numeric__Tên công ty_1,numeric__Lĩnh vực kinh doanh,numeric__Trụ sở,numeric__Tình trạng hoạt động,numeric__Tỷ lệ sở hữu và biểu quyết(%)
Công ty con,Công ty con,Công ty con,Công ty con,,,,,,,,,
(1),Công ty con > (1),(1),"Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")",Nông nghiệp và xây dựng,"Attapeu, Lào",Đang hoạt động,100,,,,,100.0
(2),Công ty con > (2),(2),"Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")",Nông nghiệp,"Sekong, Lào",Đang hoạt động,100,,,,,100.0
(3),Công ty con > (3),(3),"Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(4),Công ty con > (4),(4),"Công ty TNHH Heng Brothers (""Heng Brothers"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(5),Công ty con > (5),(5),"Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(6),Công ty con > (6),(6),"Công ty TNHH CRD (""CRD"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,,100.0
(7),Công ty con > (7),(7),"Công ty TNHH MTV Đầu tư và Sản xuất Kinh doanh Nông nghiệp Nam Lào (""Nam Lào"") (*)",Nông nghiệp và xây dựng,"Attapeu, Lào",Trước hoạt động,100,,,,,100.0
