row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,16.186.724,12.202.839,16186724.0,12202839.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,7.088.155,6.934.517,7088155.0,6934517.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,6.095.611,2.386.469,6095611.0,2386469.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.673.919,2.557.323,2673919.0,2557323.0
Khác,Khác,Khác,329.039,324.530,329039.0,324530.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26.105.188,26.506.805,26105188.0,26506805.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,10.089.930,11.151.370,10089930.0,11151370.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.227.416,5.232.390,12227416.0,5232390.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,1.179.427,1.764.193,1179427.0,1764193.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,1.139.793,4.533.187,1139793.0,4533187.0
Khác,Khác,Khác,1.468.622,3.825.665,1468622.0,3825665.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,42.291.912,38.709.644,42291912.0,38709644.0
