row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.998.458.186,1.215.349.958,1998458186.0,1215349958.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,1.912.341.770,1.181.137.888,1912341770.0,1181137888.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,26.573.427,26.573.427,26573427.0,26573427.0
Khác,Khác,Khác,59.542.989,7.638.643,59542989.0,7638643.0
Dài hạn,Dài hạn,Dài hạn,223.150.220,221.699.725,223150220.0,221699725.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,223.150.220,221.699.725,223150220.0,221699725.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.221.608.406,1.437.049.683,2221608406.0,1437049683.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 30),Trong đó: > Phải trả các bên liên quan (TM số 30),Phải trả các bên liên quan (TM số 30),1.843.202.157,1.106.975.725,1843202157.0,1106975725.0
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,378.406.249,330.073.958,378406249.0,330073958.0
