row_label_raw,row_label_full,col_0,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BẢO CẢO KIỂM TOẢN ĐỌC LẬP,BẢO CẢO KIỂM TOẢN ĐỌC LẬP,BẢO CẢO KIỂM TOẢN ĐỌC LẬP,4 - 5,
BẢNG CẦN Đ<|box_end|><|ref_start|> KẾ TOÁN,BẢNG CẦN Đ<|box_end|><|ref_start|> KẾ TOÁN,BẢNG CẦN Đ<|box_end|><|ref_start|> KẾ TOÁN,6 - 7,
BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢNG CẦN Đ<|box_end|><|ref_start|> KẾ TOÁN > BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,8,8.0
BẢO CẢO LƯU CHUYÊN TIỀN TỆ,BẢNG CẦN Đ<|box_end|><|ref_start|> KẾ TOÁN > BẢO CẢO LƯU CHUYÊN TIỀN TỆ,BẢO CẢO LƯU CHUYÊN TIỀN TỆ,9,9.0
THUYÊT MINH BẢO CẢO TÀI CHÍNH,THUYÊT MINH BẢO CẢO TÀI CHÍNH,THUYÊT MINH BẢO CẢO TÀI CHÍNH,10 - 40,
