row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2015,Năm 2014,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,228.269.966.446,265.127.792.472,1.0,,228269966446.0,265127792472.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,228.269.966.446,265.127.792.472,10.0,,228269966446.0,265127792472.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.2,120.438.874.530,151.036.740.892,11.0,,120438874530.0,151036740892.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,107.831.091.916,114.091.051.580,20.0,,107831091916.0,114091051580.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.3,36.218.024.716,10.193.719.000,21.0,,36218024716.0,10193719000.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.4,13.076.847.127,11.945.638.274,22.0,,13076847127.0,11945638274.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,5.701.750.066,10.567.568.859,23.0,,5701750066.0,10567568859.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,771.012.420,75.000.000,25.0,,771012420.0,75000000.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,,19.989.179.449,14.366.776.645,26.0,,19989179449.0,14366776645.0
10 Lợi nhuận thuần từ hoạt động kinh doanh,10 Lợi nhuận thuần từ hoạt động kinh doanh,10 Lợi nhuận thuần từ hoạt động kinh doanh,30,,110.212.077.636,97.897.355.661,30.0,,110212077636.0,97897355661.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,492.259.050,286.884.621,31.0,,492259050.0,286884621.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,4.220.350.256,4.039.032.822,32.0,,4220350256.0,4039032822.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(3.728.091.206),(3.752.148.201),40.0,,-3728091206.0,-3752148201.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,106.483.986.430,94.145.207.460,50.0,,106483986430.0,94145207460.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,VI.5,16.438.316.849,19.460.892.171,51.0,,16438316849.0,19460892171.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,VI.5,(48.339.275),-,52.0,,-48339275.0,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,90.094.008.856,74.684.315.289,60.0,,90094008856.0,74684315289.0
