row_label_raw,row_label_full,col_0,01/01/2015VND,Số phải nộptrong nămVND,Số đã thực nộptrong nămVND,31/12/2015VND,numeric__01/01/2015VND,numeric__Số phải nộptrong nămVND,numeric__Số đã thực nộptrong nămVND,numeric__31/12/2015VND
Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,,,,
Thuế giá trị gia tăng,Các khoản phải trả > Thuế giá trị gia tăng,Thuế giá trị gia tăng,8.292.656.864,15.718.987.345,24.011.644.209,-,8292656864.0,15718987345.0,24011644209.0,
Thuế thu nhập doanh nghiệp,Các khoản phải trả > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,19.530.400.569,16.438.316.849,32.820.373.918,3.148.343.500,19530400569.0,16438316849.0,32820373918.0,3148343500.0
Thuế thu nhập cá nhân,Các khoản phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,984.135.068,3.086.694.006,3.946.775.544,124.053.530,984135068.0,3086694006.0,3946775544.0,124053530.0
Cộng,Các khoản phải trả > Cộng,Cộng,28.807.192.501,35.243.998.200,60.778.793.671,3.272.397.030,28807192501.0,35243998200.0,60778793671.0,3272397030.0
