row_label_raw,row_label_full,col_0,Năm,numeric__Năm
Phần mềm máy tính,Phần mềm máy tính,Phần mềm máy tính,03,3.0
Nhân hiệu hàng hóa quốc tế,Nhân hiệu hàng hóa quốc tế,Nhân hiệu hàng hóa quốc tế,05,5.0
Tải sản cổ định vô hình khác,Tải sản cổ định vô hình khác,Tải sản cổ định vô hình khác,05,5.0
