row_label_raw,row_label_full,Bên cho vay,Số cuối năm VND,Kỳ hạn trả gốc và lãi,Lãi suất %/năm,Hình thức đảm bảo,numeric__Số cuối năm VND,numeric__Kỳ hạn trả gốc và lãi,numeric__Lãi suất %/năm,numeric__Hình thức đảm bảo
Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần,,,,
Hợp đồng số 01-07/HĐVV,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty Cổ Phần > Hợp đồng số 01-07/HĐVV,Hợp đồng số 01-07/HĐVV,2.603.341.148,Ngày 1 tháng 7 năm 2015,"2,4",Tín chấp,2603341148.0,,2.4,
