row_label_raw,row_label_full,Số đầu năm,(2.477.167.150),(2.000.000.000),(4.477.167.150),numeric__(2.477.167.150),numeric__(2.000.000.000),numeric__(4.477.167.150)
"Phần lỗ từ công ty liên doanh, liên kết","Phần lỗ từ công ty liên doanh, liên kết","Phần lỗ từ công ty liên doanh, liên kết",(20.646.470.528),-,(20.646.470.528),-20646470528.0,,-20646470528.0
Số cuối năm,Số cuối năm,Số cuối năm,(23.123.637.678),(2.000.000.000),(25.123.637.678),-23123637678.0,-2000000000.0,-25123637678.0
