row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,,,
Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua,,,,
Sử Thiên Thanh,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua > Sử Thiên Thanh,Sử Thiên Thanh,22.411.035.190,-,1.863.555.892,-,22411035190.0,,1863555892.0,
Thu nhập thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Chênh lệch từ đánh giá lại giá trị tài sản cố định tại ngày mua > Thu nhập thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Thu nhập thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Thu nhập thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,Thu nhập thuế TNDN hoãn lại tính vào kết quả hoạt động kinh doanh,1.863.555.892,-,,,1863555892.0,
