row_label_raw,row_label_full,col_0,31/12/2017Cổ phiếu,01/01/2017Cổ phiếu,numeric__31/12/2017Cổ phiếu,numeric__01/01/2017Cổ phiếu
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,243.813.054,187.549.373,243813054.0,187549373.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,243.813.054,187.549.373,243813054.0,187549373.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,243.813.054,187.549.373,243813054.0,187549373.0
- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),-,-,,
Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu) > Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),38.565.699,29.665.923,38565699.0,29665923.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu) > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,38.565.699,29.665.923,38565699.0,29665923.0
- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu) > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,205.247.355,157.883.450,205247355.0,157883450.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu) > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,205.247.355,157.883.450,205247355.0,157883450.0
- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),-,-,,
Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,,
