row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
Lợi nhuận kỳ trước chuyển sang,Lợi nhuận kỳ trước chuyển sang,Lợi nhuận kỳ trước chuyển sang,2.197.857.093.949,1.482.127.965.780,2197857093949.0,1482127965780.0
Lợi nhuận sau thuế thu nhập doanh nghiệp năm nay,Lợi nhuận sau thuế thu nhập doanh nghiệp năm nay,Lợi nhuận sau thuế thu nhập doanh nghiệp năm nay,1.026.798.712.722,1.409.876.421.116,1026798712722.0,1409876421116.0
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,1.089.302.340.000,694.147.292.947,1089302340000.0,694147292947.0
- Phân phối lợi nhuận kỳ trước,- Phân phối lợi nhuận kỳ trước,- Phân phối lợi nhuận kỳ trước,884.054.985.000,615.205.567.947,884054985000.0,615205567947.0
+ Trích quỹ đầu tư phát triển,+ Trích quỹ đầu tư phát triển,+ Trích quỹ đầu tư phát triển,70.494.000.000,61.500.000.000,70494000000.0,61500000000.0
"+ Trích quỹ khen thưởng, phúc lợi","+ Trích quỹ khen thưởng, phúc lợi","+ Trích quỹ khen thưởng, phúc lợi",14.099.000.000,12.473.596.947,14099000000.0,12473596947.0
+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,236.825.175.000,118.195.311.000,236825175000.0,118195311000.0
+ Trả cổ tức bằng cổ phiếu,+ Trả cổ tức bằng cổ phiếu,+ Trả cổ tức bằng cổ phiếu,562.636.810.000,423.036.660.000,562636810000.0,423036660000.0
- Tạm phân phối lợi nhuận kỳ này,- Tạm phân phối lợi nhuận kỳ này,- Tạm phân phối lợi nhuận kỳ này,205.247.355.000,78.941.725.000,205247355000.0,78941725000.0
+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,+ Trả cổ tức bằng tiền,205.247.355.000,78.941.725.000,205247355000.0,78941725000.0
Lợi nhuận sau thuế chưa phân phối cuối kỳ,Lợi nhuận sau thuế chưa phân phối cuối kỳ,Lợi nhuận sau thuế chưa phân phối cuối kỳ,2.135.353.466.671,2.197.857.093.949,2135353466671.0,2197857093949.0
