row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2017 VND,Năm 2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2017 VND,numeric__Năm 2016 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,1.138.337.638.578,1.542.772.756.476,1.0,,1138337638578.0,1542772756476.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao Tài sản cố định và phân bổ tiền thuê đất,Điều chỉnh cho các khoản > Khấu hao Tài sản cố định và phân bổ tiền thuê đất,Khấu hao Tài sản cố định và phân bổ tiền thuê đất,02,"14,15,16",413.875.173.716,324.100.222.045,2.0,,413875173716.0,324100222045.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,1.229.288.721,743.793.572,3.0,,1229288721.0,743793572.0
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ","Điều chỉnh cho các khoản > Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ","Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ",04,,(317.555.212),3.434.772.283,4.0,,-317555212.0,3434772283.0
"Lãi, lỗ từ hoạt động đầu tư","Điều chỉnh cho các khoản > Lãi, lỗ từ hoạt động đầu tư","Lãi, lỗ từ hoạt động đầu tư",05,,(20.655.439.959),(56.424.083.041),5.0,,-20655439959.0,-56424083041.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,32,76.532.882.170,69.616.614.945,6.0,32.0,76532882170.0,69616614945.0
Các khoản điều chỉnh khác,Điều chỉnh cho các khoản > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,07,,-,(90.000.000.000),7.0,,,-90000000000.0
Lợi nhuận từ HDKD trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ HDKD trước thay đổi vốn lưu động,Lợi nhuận từ HDKD trước thay đổi vốn lưu động,08,,1.609.001.988.014,1.794.244.076.280,8.0,,1609001988014.0,1794244076280.0
"Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,104.300.412.707,(116.846.133.732),9.0,,104300412707.0,-116846133732.0
"Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,198.260.816.033,(165.022.131.711),10.0,,198260816033.0,-165022131711.0
"Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(66.484.432.530),(115.788.651.505),11.0,,-66484432530.0,-115788651505.0
"Tăng, giảm chi phí trả trước","Điều chỉnh cho các khoản > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,(13.276.194.822),(17.645.392.317),12.0,,-13276194822.0,-17645392317.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(76.478.507.834),(69.855.238.147),14.0,,-76478507834.0,-69855238147.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,19,(115.743.363.049),(136.705.101.480),15.0,19.0,-115743363049.0,-136705101480.0
Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,400.000,3.600.000,16.0,,400000.0,3600000.0
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(14.929.488.741),(12.213.133.505),17.0,,-14929488741.0,-12213133505.0
