row_label_raw,row_label_full,col_0,col_1,31/12/2017VND,col_3,01/01/2017VND,numeric__col_1,numeric__31/12/2017VND,numeric__col_3,numeric__01/01/2017VND
Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,,,,
+ Vàng miếng SJC,Vàng tiền tệ > + Vàng miếng SJC,+ Vàng miếng SJC,4 miếng,14.468.000,4 miếng,13.996.000,,14468000.0,,13996000.0
+ Vàng nhân SJC,Vàng tiền tệ > + Vàng nhân SJC,+ Vàng nhân SJC,12 nhân,41.700.000,12 nhân,38.580.000,,41700000.0,,38580000.0
Cộng,Vàng tiền tệ > Cộng,Cộng,Cộng,56.168.000,,52.576.000,,56168000.0,,52576000.0
