row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,31/12/2017 VND,01/01/2017 VND,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__01/01/2017 VND
C.,C.,C.,NỘ PHẢI TRẢ,300,,2.517.213.594.560,2.213.173.298.750,,300.0,,2517213594560.0,2213173298750.0
I.,I.,I.,Nợ ngắn hạn,310,,2.344.902.863.853,1.968.146.714.290,,310.0,,2344902863853.0,1968146714290.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,539.666.220.767,475.096.509.480,,311.0,17.0,539666220767.0,475096509480.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,18,37.817.684.623,44.330.632.801,,312.0,18.0,37817684623.0,44330632801.0
3.,3.,3.,Thuế và các khoản khác phải nộp Nhà nước,313,19,80.223.667.662,87.937.284.534,,313.0,19.0,80223667662.0,87937284534.0
4.,4.,4.,Phải trả người lao động,314,,115.200.035.305,129.973.295.169,,314.0,,115200035305.0,129973295169.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,20,1.497.281.684,1.442.907.348,,315.0,20.0,1497281684.0,1442907348.0
6.,6.,6.,Phải trả ngắn hạn khác,319,21.a,124.674.652.026,14.485.250.748,,319.0,,124674652026.0,14485250748.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,22.a,1.404.083.049.153,1.178.137.352.767,,320.0,,1404083049153.0,1178137352767.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,,41.740.272.633,36.743.481.443,,322.0,,41740272633.0,36743481443.0
II.,II.,II.,Nợ dài hạn,330,,172.310.730.707,245.026.584.460,,330.0,,172310730707.0,245026584460.0
1.,1.,1.,Phải trả dài hạn khác,337,21.b,18.090.177.914,16.774.957.534,,337.0,,18090177914.0,16774957534.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,22.b,145.171.459.706,213.444.295.806,,338.0,,145171459706.0,213444295806.0
3.,3.,3.,Quỹ phát triển khoa học và công nghệ,343,23,9.049.093.087,14.807.331.120,,343.0,23.0,9049093087.0,14807331120.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,4.481.828.073.605,3.911.215.890.883,,400.0,,4481828073605.0,3911215890883.0
I.,I.,I.,Vốn chủ sở hữu,410,24,4.481.828.073.605,3.911.215.890.883,,410.0,24.0,4481828073605.0,3911215890883.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,24,2.438.130.540.000,1.875.493.730.000,,411.0,24.0,2438130540000.0,1875493730000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.438.130.540.000,1.875.493.730.000,,,,2438130540000.0,1875493730000.0
,,,- Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,2.,2.,Thặng dư vốn cổ phần,412,24,288.335.082.456,288.350.082.456,,412.0,24.0,288335082456.0,288350082456.0
3.,3.,3.,Cổ phiếu quỹ,415,24,(834.457.318.216),(834.457.318.216),,415.0,24.0,-834457318216.0,-834457318216.0
4.,4.,4.,Quỹ đầu tư phát triển,418,24,454.466.302.694,383.972.302.694,,418.0,24.0,454466302694.0,383972302694.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,24,2.135.353.466.671,2.197.857.093.949,,421.0,24.0,2135353466671.0,2197857093949.0
,,,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,1.313.802.108.949,866.922.397.833,,,,1313802108949.0,866922397833.0
,,,- LNST chưa phân phối kỳ này,421b,,821.551.357.722,1.330.934.696.116,,,,821551357722.0,1330934696116.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,6.999.041.668.165,6.124.389.189.633,,440.0,,6999041668165.0,6124389189633.0
