row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2019 VND,Giá trị giao dịch > 2018 VND,Phải thu/(phải trả) tại ngày > 31/12/2019 VND,Phải thu/(phải trả) tại ngày > 1/1/2019 VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2019 VND,numeric__Giá trị giao dịch > 2018 VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2019 VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2019 VND
Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Bán hàng hóa và dịch vụ,3.330.785.544,2.818.093.340,-,-,,3330785544.0,2818093340.0,,
Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Mua hàng hóa,342.267.550.555,173.245.372.007,(55.715.890.787),(29.770.357.611),,342267550555.0,173245372007.0,-55715890787.0,-29770357611.0
Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Công ty Cổ phần Masan JinJu,Mua tài sản cố định,-,81.818.182,-,-,,,81818182.0,,
Công ty Cổ phần Nước khoáng Vĩnh Hảo,Công ty Cổ phần Nước khoáng Vĩnh Hảo,Công ty Cổ phần Nước khoáng Vĩnh Hảo,Bán hàng hóa,4.138.651.800,442.606.137,-,-,,4138651800.0,442606137.0,,
Công ty Cổ phần Nước khoáng Vĩnh Hảo,Công ty Cổ phần Nước khoáng Vĩnh Hảo,Công ty Cổ phần Nước khoáng Vĩnh Hảo,Mua hàng hóa và dịch vụ,629.899.517.964,352.331.601.600,(218.196.622.572),(50.454.047.341),,629899517964.0,352331601600.0,-218196622572.0,-50454047341.0
Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Bán hàng hóa,119.778.975,1.648.678.333,-,-,,119778975.0,1648678333.0,,
Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh,Mua hàng hóa và dịch vụ,267.164.694.056,221.850.358.615,(67.135.919.358),(61.055.590.715),,267164694056.0,221850358615.0,-67135919358.0,-61055590715.0
Masan Consumer (Thailand) Limited,Masan Consumer (Thailand) Limited,Masan Consumer (Thailand) Limited,Bán hàng hóa,57.823.942.807,41.242.658.023,13.297.723.713,8.394.279.127,,57823942807.0,41242658023.0,13297723713.0,8394279127.0
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Góp vốn,605.000.000.000,-,-,-,,605000000000.0,,,
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Cho vay,45.000.000.000,-,-,-,,45000000000.0,,,
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Thu hồi khoản cho vay bằng tiền,45.000.000.000,-,-,-,,45000000000.0,,,
Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Công ty TNHH Masan HPC,Thu nhập lãi cho vay,24.041.096,-,24.041.096,-,,24041096.0,,24041096.0,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,
Công ty TNHH Masan Brewery,Các bên liên quan khác > Công ty TNHH Masan Brewery,Công ty TNHH Masan Brewery,Bán dịch vụ,1.000.000.000,-,1.000.000.000,-,,1000000000.0,,1000000000.0,
Công ty TNHH Masan Master Brewery,Các bên liên quan khác > Công ty TNHH Masan Master Brewery,Công ty TNHH Masan Master Brewery,Bán hàng hóa,1.261.868,-,-,-,,1261868.0,,,
Công ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery PY,Công ty TNHH Một Thành viên Masan Brewery PY,Bán hàng hóa,44.454.161,26.774.927,-,-,,44454161.0,26774927.0,,
