row_label_raw,row_label_full,col_0,Mãsố,2019VND,2018VND,numeric__Mãsố,numeric__2019VND,numeric__2018VND
LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua tài sản cố định và tài sản dài hạn khác,Tiền chi mua tài sản cố định và tài sản dài hạn khác,21,(1.062.372.727),(3.153.024.907),21.0,-1062372727.0,-3153024907.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,-,881.026.550,22.0,,881026550.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(2.038.000.000.000),(4.337.000.000.000),23.0,-2038000000000.0,-4337000000000.0
Tiền thu hồi các khoản cho vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi các khoản cho vay,Tiền thu hồi các khoản cho vay,24,150.000.000.000,2.800.000.000.000,24.0,150000000000.0,2800000000000.0
Gửi tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Gửi tiền gửi ngân hàng có kỳ hạn,Gửi tiền gửi ngân hàng có kỳ hạn,23,-,(15.511.720.000),23.0,,-15511720000.0
Rút tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Rút tiền gửi ngân hàng có kỳ hạn,Rút tiền gửi ngân hàng có kỳ hạn,24,-,19.687.440.000,24.0,,19687440000.0
Tiền chi đầu tư góp vốn vào các công ty con,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các công ty con,Tiền chi đầu tư góp vốn vào các công ty con,25,(918.900.000.000),(959.500.000.000),25.0,-918900000000.0,-959500000000.0
Tiền thu lãi và lợi nhuận được phân phối,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi và lợi nhuận được phân phối,Tiền thu lãi và lợi nhuận được phân phối,27,4.298.164.709.075,2.083.935.491.625,27.0,4298164709075.0,2083935491625.0
Lưu chuyển tiền thuần từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ các hoạt động đầu tư,Lưu chuyển tiền thuần từ các hoạt động đầu tư,30,1.490.202.336.348,(410.660.786.732),30.0,1490202336348.0,-410660786732.0
