row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2019 VND,Giá trị giao dịch > 2018 VND,Phải thu/(phải trả) tại ngày > 31/12/2019 VND,Phải thu/(phải trả) tại ngày > 1/1/2019 VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2019 VND,numeric__Giá trị giao dịch > 2018 VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2019 VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2019 VND
Công ty TNHH MNS FeedNghệ An,Công ty TNHH MNS FeedNghệ An,Công ty TNHH MNS FeedNghệ An,Bán hàng hóa,40.491.636,41.116.909,-,-,,40491636.0,41116909.0,,
Công ty TNHH MNS FeedNghệ An,Công ty TNHH MNS FeedNghệ An,Công ty TNHH MNS FeedNghệ An,Phí hỗ trợ quản lý,1.386.854.782,1.606.391.239,730.275.716,804.869.783,,1386854782.0,1606391239.0,730275716.0,804869783.0
Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Bán hàng hóa,-,9.563.891,-,-,,,9563891.0,,
Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Công ty TNHH MNS FarmNghệ An,Phí hỗ trợ quản lý,4.576.729.011,3.096.357.943,2.678.874.657,986.100.091,,4576729011.0,3096357943.0,2678874657.0,986100091.0
Công ty Cổ phần Việt – PhápSản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – PhápSản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – PhápSản xuất Thức ăn Gia súc,Bán hàng hóa,77.160.181,71.593.600,-,-,,77160181.0,71593600.0,,
Công ty Cổ phần Việt – PhápSản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – PhápSản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – PhápSản xuất Thức ăn Gia súc,Phí hỗ trợ quản lý,5.709.464.606,10.571.231.250,3.005.475.157,5.131.224.940,,5709464606.0,10571231250.0,3005475157.0,5131224940.0
Công ty TNHH Một Thànhviên Proconco Cần Thơ,Công ty TNHH Một Thànhviên Proconco Cần Thơ,Công ty TNHH Một Thànhviên Proconco Cần Thơ,Phí hỗ trợ quản lý,2.411.943.046,2.483.411.874,1.269.531.065,1.411.327.932,,2411943046.0,2483411874.0,1269531065.0,1411327932.0
Công ty TNHH Một Thànhviên Con cò Bình Định,Công ty TNHH Một Thànhviên Con cò Bình Định,Công ty TNHH Một Thànhviên Con cò Bình Định,Phí hỗ trợ quản lý,1.284.195.718,1.671.915.669,676.273.315,736.957.268,,1284195718.0,1671915669.0,676273315.0,736957268.0
Công ty TNHH Sản xuất vàThương mại ProconcoHưng Yên,Công ty TNHH Sản xuất vàThương mại ProconcoHưng Yên,Công ty TNHH Sản xuất vàThương mại ProconcoHưng Yên,Bán hàng hóa,8.100.000,5.238.000,5.610.000,-,,8100000.0,5238000.0,5610000.0,
Công ty TNHH Sản xuất vàThương mại ProconcoHưng Yên,Công ty TNHH Sản xuất vàThương mại ProconcoHưng Yên,Công ty TNHH Sản xuất vàThương mại ProconcoHưng Yên,Phí hỗ trợ quản lý,124.649.821,761.002.325,66.007.008,34.718.341,,124649821.0,761002325.0,66007008.0,34718341.0
Công ty Cổ phần MasanMEATLife (trước đây là Côngty Cổ phần Masan Nutri-Science),Công ty Cổ phần MasanMEATLife (trước đây là Côngty Cổ phần Masan Nutri-Science),Công ty Cổ phần MasanMEATLife (trước đây là Côngty Cổ phần Masan Nutri-Science),Bán hàng hóa,6.555.636,-,-,-,,6555636.0,,,
Công ty Cổ phần MasanMEATLife (trước đây là Côngty Cổ phần Masan Nutri-Science),Công ty Cổ phần MasanMEATLife (trước đây là Côngty Cổ phần Masan Nutri-Science),Công ty Cổ phần MasanMEATLife (trước đây là Côngty Cổ phần Masan Nutri-Science),Phí hỗ trợ quản lý,9.406.249.966,6.247.128.302,5.009.393.771,6.871.841.133,,9406249966.0,6247128302.0,5009393771.0,6871841133.0
Công ty TNHH MNS Meat HàNam,Công ty TNHH MNS Meat HàNam,Công ty TNHH MNS Meat HàNam,Bán hàng hóa,326.141.355,18.476.019,116.949.047,7.912.200,,326141355.0,18476019.0,116949047.0,7912200.0
Công ty TNHH MNS Meat HàNam,Công ty TNHH MNS Meat HàNam,Công ty TNHH MNS Meat HàNam,Mua hàng hóa,6.509.335,-,-,-,,6509335.0,,,
Công ty TNHH MNS Meat HàNam,Công ty TNHH MNS Meat HàNam,Công ty TNHH MNS Meat HàNam,Phí hỗ trợ quản lý,9.199.836.783,1.327.010.547,5.856.548.984,1.459.711.602,,9199836783.0,1327010547.0,5856548984.0,1459711602.0
