row_label_raw,row_label_full,col_0,Mã số,2019 VND,2018 VND,numeric__Mã số,numeric__2019 VND,numeric__2018 VND
LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,4.077.767.219.385,2.770.577.869.510,1.0,4077767219385.0,2770577869510.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,46.848.372.670,46.640.039.138,2.0,46848372670.0,46640039138.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,20.599.519.529,19.641.571.474,3.0,20599519529.0,19641571474.0
Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(45.354.374),(100.407.932),4.0,-45354374.0,-100407932.0
Lãi từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,05,-,(19.578.367),5.0,,-19578367.0
"Thu nhập lãi, lợi nhuận phân phối và thu nhập khác từ các hoạt động đầu tư","LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Thu nhập lãi, lợi nhuận phân phối và thu nhập khác từ các hoạt động đầu tư","Thu nhập lãi, lợi nhuận phân phối và thu nhập khác từ các hoạt động đầu tư",05,(4.214.743.202.071),(2.820.750.314.796),5.0,-4214743202071.0,-2820750314796.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,159.192.751.248,105.243.716.316,6.0,159192751248.0,105243716316.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,89.619.306.387,121.232.895.343,8.0,89619306387.0,121232895343.0
Biến động các khoản phải thu và các tài sản khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu và các tài sản khác,Biến động các khoản phải thu và các tài sản khác,09,(78.510.896.309),182.294.045.294,9.0,-78510896309.0,182294045294.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,13.102.363.630,(283.604.515.968),10.0,13102363630.0,-283604515968.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,286.146.728.672,2.640.694.998.231,11.0,286146728672.0,2640694998231.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,(135.967.956),4.707.245.312,12.0,-135967956.0,4707245312.0
Biến động chứng khoán kinh doanh,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động chứng khoán kinh doanh,Biến động chứng khoán kinh doanh,13,(150.604.109.559),-,13.0,-150604109559.0,
,,,,159.617.424.865,2.665.324.668.212,,159617424865.0,2665324668212.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(153.031.051.851),(101.426.439.339),14.0,-153031051851.0,-101426439339.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(47.625.173.264),(153.440.048.334),15.0,-47625173264.0,-153440048334.0
Lưu chuyển tiền thuần từ các hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ các hoạt động kinh doanh,Lưu chuyển tiền thuần từ các hoạt động kinh doanh,20,(41.038.800.250),2.410.458.180.539,20.0,-41038800250.0,2410458180539.0
