row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,numeric__Công cụ và dụng cụ VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.786.567.807,4786567807.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,5.719.446.639,5719446639.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(2.207.453.814),-2207453814.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(5.039.932.178),-5039932178.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,3.258.628.454,3258628454.0
