row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,2.149.244.253.158,2.812.677.904.299,,,2149244253158.0,2812677904299.0
05,05,05,Lãi từ hoạt động đầu tư,12,(2.270.961.609.321),(2.914.961.155.622),,12.0,-2270961609321.0,-2914961155622.0
06,06,06,Chi phí lãi vay,13,115.275.167.916,97.326.249.994,,13.0,115275167916.0,97326249994.0
08,08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(6.442.188.247),(4.957.001.329),,,-6442188247.0,-4957001329.0
09,09,09,Giảm các khoản phải thu,,8.746.412.112,10.365.214.952,,,8746412112.0,10365214952.0
11,11,11,Tăng (giảm) các khoản phải trả,,1.931.284.420,(2.143.486.371),,,1931284420.0,-2143486371.0
12,12,12,Tăng chi phí trả trước,,(18.490.393.836),-,,,-18490393836.0,
14,14,14,Tiền lãi vay đã trả,,(83.517.476.081),(92.786.250.000),,,-83517476081.0,-92786250000.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(49.834.302),(3.101.840.128),,,-49834302.0,-3101840128.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(15.000.000.000),-,,,-15000000000.0,
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(112.822.195.934),(92.623.362.876),,,-112822195934.0,-92623362876.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
23,23,23,Tiền chi cho vay,,(762.032.000.000),(1.965.500.000.000),,,-762032000000.0,-1965500000000.0
24,24,24,Tiền thu hồi cho vay,,583.151.910.000,1.881.364.807.920,,,583151910000.0,1881364807920.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(1.915.018.185.000),(3.096.437.300.707),,,-1915018185000.0,-3096437300707.0
27,27,27,"Thu lãi tiền gửi, cho vay và cổ tức",,2.282.011.076.675,2.899.155.440.898,,,2282011076675.0,2899155440898.0
30,30,30,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động đầu tư,,188.112.801.675,(281.417.051.889),,,188112801675.0,-281417051889.0
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,,89.974.580.000,703.840.247.200,,,89974580000.0,703840247200.0
32,32,32,Mua lại cổ phiếu,11.1,(4.850.060.000),(729.700.000),,111.0,-4850060000.0,-729700000.0
33,33,33,Tiền thu từ đi vay,10,464.000.000.000,-,,10.0,464000000000.0,
36,36,36,Chi trả cổ tức,11.1,(664.179.295.500),(484.310.571.750),,111.0,-664179295500.0,-484310571750.0
40,40,40,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động tài chính,,(115.054.775.500),218.799.975.450,,,-115054775500.0,218799975450.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(39.764.169.759),(155.240.439.315),,,-39764169759.0,-155240439315.0
60,60,60,Tiền đầu năm,,127.636.796.208,282.877.235.523,,,127636796208.0,282877235523.0
70,70,70,Tiền cuối năm,4,87.872.626.449,127.636.796.208,,4.0,87872626449.0,127636796208.0
