row_label_raw,row_label_full,Cổ tức (Thuyết minh số 15),Năm nay > 2.148.808.824.834,VNDNăm trước > 2.799.448.144.923,numeric__Năm nay > 2.148.808.824.834,numeric__VNDNăm trước > 2.799.448.144.923
Lãi cho vay,Lãi cho vay,Lãi cho vay,122.118.816.439,115.257.227.651,122118816439.0,115257227651.0
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,33.968.048,255.783.048,33968048.0,255783048.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.270.961.609.321,2.914.961.155.622,2270961609321.0,2914961155622.0
