row_label_raw,row_label_full,Nhận trước tiền phát hành cổ phiếu (*) (Thuyết minh số 16),Số cuối năm > 85.719.580.000,VND Số đầu năm > -,numeric__Số cuối năm > 85.719.580.000,numeric__VND Số đầu năm > -
Khác,Khác,Khác,2.693.215.451,527.183.655,2693215451.0,527183655.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,88.412.795.451,527.183.655,88412795451.0,527183655.0
