row_label_raw,row_label_full,Mãsố,NGUỐN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỐN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỐN VỐN,Thuyếtminh,2021VND,2020VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,4.109.229.101.091,2.819.891.308.781,,,4109229101091.0,2819891308781.0
310,Mãsố > 310,310,Nợ ngắn hạn,,4.100.098.701.091,2.810.745.215.781,,,4100098701091.0,2810745215781.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,638.903.772.994,467.421.998.503,,13.0,638903772994.0,467421998503.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,14,106.563.466.096,78.453.544.728,,14.0,106563466096.0,78453544728.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,15,261.052.351.661,205.321.597.778,,15.0,261052351661.0,205321597778.0
314,Mãsố > 314,314,Phải trả người lao động,16,339.225.759.891,244.814.397.938,,16.0,339225759891.0,244814397938.0
315,Mãsố > 315,315,Chi phí phải trả ngắn hạn,17,56.176.517.030,42.163.045.770,,17.0,56176517030.0,42163045770.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,18,47.206.698.660,68.515.458.771,,18.0,47206698660.0,68515458771.0
320,Mãsố > 320,320,Vay ngắn hạn,19,2.495.307.120.466,1.588.817.635.703,,19.0,2495307120466.0,1588817635703.0
321,Mãsố > 321,321,Dự phòng phải trả ngắn hạn,21(a),30.129.306.488,-,,,30129306488.0,
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",20,125.533.707.805,115.237.536.590,,20.0,125533707805.0,115237536590.0
330,Mãsố > 330,330,Nợ dài hạn,,9.130.400.000,9.146.093.000,,,9130400000.0,9146093000.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,518.668.000,526.168.000,,,518668000.0,526168000.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,21(b),8.611.732.000,8.619.925.000,,,8611732000.0,8619925000.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,5.944.844.981.063,5.147.738.611.682,,,5944844981063.0,5147738611682.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,5.944.844.981.063,5.147.738.611.682,,,5944844981063.0,5147738611682.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"23, 24",2.276.123.620.000,2.276.123.620.000,,,2276123620000.0,2276123620000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.276.123.620.000,2.276.123.620.000,,,2276123620000.0,2276123620000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,24,991.261.882.458,991.261.882.458,,24.0,991261882458.0,991261882458.0
415,Mãsố > 415,415,Cổ phiếu quỹ,24,(4.908.890.000),(3.384.090.000),,24.0,-4908890000.0,-3384090000.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,24,800.503.556.918,372.779.556.918,,24.0,800503556918.0,372779556918.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,1.881.864.811.687,1.510.957.642.306,,24.0,1881864811687.0,1510957642306.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,826.488.391.906,613.766.393.848,,,826488391906.0,613766393848.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,1.055.376.419.781,897.191.248.458,,,1055376419781.0,897191248458.0
440,Mãsố > 440,440,TỔNG NGUỐN VỐN,,10.054.074.082.154,7.967.629.920.463,,,10054074082154.0,7967629920463.0
