row_label_raw,row_label_full,Tại ngày1.1.2021VND,TăngVND,GiảmVND,Tại ngày31.12.2021VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày31.12.2021VND
315.230.965.374,315.230.965.374,315.230.965.374,1.370.692.097.756,(1.287.123.063.130),398.800.000.000,1370692097756.0,-1287123063130.0,398800000000.0
283.008.242.292,283.008.242.292,283.008.242.292,1.504.199.498.336,(1.109.425.020.502),677.782.720.126,1504199498336.0,-1109425020502.0,677782720126.0
224.685.828.580,224.685.828.580,224.685.828.580,805.759.271.800,(760.485.828.580),269.959.271.800,805759271800.0,-760485828580.0,269959271800.0
144.405.989.760,144.405.989.760,144.405.989.760,-,(144.405.989.760),-,,-144405989760.0,
117.663.179.070,117.663.179.070,117.663.179.070,158.771.914.200,(276.435.093.270),-,158771914200.0,-276435093270.0,
72.337.384.646,72.337.384.646,72.337.384.646,200.729.651.215,(186.380.654.121),86.686.381.740,200729651215.0,-186380654121.0,86686381740.0
68.348.957.900,68.348.957.900,68.348.957.900,178.692.432.640,(247.041.390.540),-,178692432640.0,-247041390540.0,
65.000.000.000,65.000.000.000,65.000.000.000,82.900.000.000,(147.900.000.000),-,82900000000.0,-147900000000.0,
59.052.972.000,59.052.972.000,59.052.972.000,1.528.410.963.596,(987.717.711.196),599.746.224.400,1528410963596.0,-987717711196.0,599746224400.0
47.338.228.281,47.338.228.281,47.338.228.281,30.000.000.000,(77.338.228.281),-,30000000000.0,-77338228281.0,
44.800.000.000,44.800.000.000,44.800.000.000,115.800.000.000,(68.800.000.000),91.800.000.000,115800000000.0,-68800000000.0,91800000000.0
3.700.000.000,3.700.000.000,3.700.000.000,-,(3.700.000.000),-,,-3700000000.0,
-,-,-,892.932.584.960,(610.000.000.000),282.932.584.960,892932584960.0,-610000000000.0,282932584960.0
-,-,-,13.500.000.000,(13.500.000.000),-,13500000000.0,-13500000000.0,
-,-,-,2.216.065.600,-,2.216.065.600,2216065600.0,,2216065600.0
120.245.887.800,120.245.887.800,120.245.887.800,253.233.375.840,(296.095.391.800),77.383.871.840,253233375840.0,-296095391800.0,77383871840.0
23.000.000.000,23.000.000.000,23.000.000.000,-,(15.000.000.000),8.000.000.000,,-15000000000.0,8000000000.0
1.588.817.635.703,1.588.817.635.703,1.588.817.635.703,7.137.837.855.943,(6.231.348.371.180),2.495.307.120.466,7137837855943.0,-6231348371180.0,2495307120466.0
