row_label_raw,row_label_full,Mãsố,TÀI SẢN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN,Thuyếtminh,2021VND,2020VND,,,,
100,Mãsố > 100,100,TÀI SẢN NGĂN HẠN,,8.602.996.182.573,6.474.649.388.077,,,8602996182573.0,6474649388077.0
110,Mãsố > 110,110,Tiền,,305.277.938.978,228.463.983.404,,,305277938978.0,228463983404.0
111,Mãsố > 111,111,Tiền,3,305.277.938.978,228.463.983.404,,3.0,305277938978.0,228463983404.0
130,Mãsố > 130,130,Các khoản phải thu ngắn hạn,,390.023.093.373,630.326.326.092,,,390023093373.0,630326326092.0
131,Mãsố > 131,131,Phải thu ngắn hạn của khách hàng,4,40.694.434.402,42.741.333.285,,4.0,40694434402.0,42741333285.0
132,Mãsố > 132,132,Trả trước cho người bán ngắn hạn,5,330.458.116.382,571.620.933.833,,5.0,330458116382.0,571620933833.0
135,Mãsố > 135,135,Phải thu về cho vay ngắn hạn,36(b),,50.000.000.000,,,,50000000000.0
136,Mãsố > 136,136,Phải thu ngắn hạn khác,6(a),20.525.567.151,12.463.883.751,,,20525567151.0,12463883751.0
137,Mãsố > 137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(2.004.798.077),(46.559.069.745),,7.0,-2004798077.0,-46559069745.0
139,Mãsố > 139,139,Tài sản thiếu chờ xử lý,,349.773.515,59.244.968,,,349773515.0,59244968.0
140,Mãsố > 140,140,Hàng tồn kho,,7.845.352.587.725,5.545.614.607.458,,,7845352587725.0,5545614607458.0
141,Mãsố > 141,141,Hàng tồn kho,8,7.845.352.587.725,5.545.614.607.458,,8.0,7845352587725.0,5545614607458.0
150,Mãsố > 150,150,Tài sản ngắn hạn khác,,62.342.562.497,70.244.471.123,,,62342562497.0,70244471123.0
151,Mãsố > 151,151,Chi phí trả trước ngắn hạn,9(a),54.543.083.974,60.983.508.549,,,54543083974.0,60983508549.0
152,Mãsố > 152,152,Thuế GTGT được khấu trừ,,7.799.478.523,9.260.962.574,,,7799478523.0,9260962574.0
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,1.451.077.899.581,1.492.980.532.386,,,1451077899581.0,1492980532386.0
210,Mãsố > 210,210,Khoản phải thu dài hạn,,80.350.406.759,73.087.785.912,,,80350406759.0,73087785912.0
216,Mãsố > 216,216,Phải thu dài hạn khác,6(b),80.350.406.759,73.087.785.912,,,80350406759.0,73087785912.0
220,Mãsố > 220,220,Tài sản cố định,,820.594.930.272,816.679.203.148,,,820594930272.0,816679203148.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,10(a),169.746.626.449,179.965.644.686,,,169746626449.0,179965644686.0
222,Mãsố > 222,222,Nguyên giá,,344.892.108.002,328.768.290.663,,,344892108002.0,328768290663.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(175.145.481.553),(148.802.645.977),,,-175145481553.0,-148802645977.0
227,Mãsố > 227,227,Tài sản cố định vô hình,10(b),650.848.303.823,636.713.558.462,,,650848303823.0,636713558462.0
228,Mãsố > 228,228,Nguyên giá,,697.774.918.988,669.060.757.659,,,697774918988.0,669060757659.0
229,Mãsố > 229,229,Giá trị khấu hao lũy kế,,(46.926.615.165),(32.347.199.197),,,-46926615165.0,-32347199197.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,30.183.906.350,30.183.906.350,,,30183906350.0,30183906350.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,11,30.183.906.350,30.183.906.350,,11.0,30183906350.0,30183906350.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,12,246.119.593.225,310.000.000.000,,12.0,246119593225.0,310000000000.0
251,Mãsố > 251,251,Đầu tư vào công ty con,,340.000.000.000,340.000.000.000,,,340000000000.0,340000000000.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,,395.271.613.400,395.271.613.400,,,395271613400.0,395271613400.0
254,Mãsố > 254,254,Dự phòng đầu tư tài chính dài hạn,,(489.152.020.175),(425.271.613.400),,,-489152020175.0,-425271613400.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,273.829.062.975,263.029.636.976,,,273829062975.0,263029636976.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,9(b),175.791.229.191,174.314.839.953,,,175791229191.0,174314839953.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,22,98.037.833.784,88.714.797.023,,22.0,98037833784.0,88714797023.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,10.054.074.082.154,7.967.629.920.463,,,10054074082154.0,7967629920463.0
