row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
vi),vi),vi),Thu nhập từ cổ tức (Thuyết minh 29),,,,,
vi),vi) > vi),vi),Công ty TNHH MTV Giám định PNJ,25.000.000.000,-,,25000000000.0,
vii),vii),vii),Dự phòng giảm giá đầu tư (Thuyết minh 12),,,,,
vii),vii) > vii),vii),Công ty TNHH MTV Thời trang CAO,93.880.406.775,-,,93880406775.0,
(b),(b),(b),Số dư cuối năm với các bên liên quan,,,,,
(b),(b),(b),,2021VND,2020VND,,,
i),i),i),Phải thu ngắn hạn của khách hàng (Thuyết minh 4),,,,,
i),i) > i),i),Công ty TNHH MTV Thời trang CAO,104.610.590,-,,104610590.0,
ii),ii),ii),Trà trước cho người bán ngắn hạn (Thuyết minh 5),,,,,
ii),ii) > ii),ii),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,222.048.609.317,514.736.557.354,,222048609317.0,514736557354.0
ii),ii) > ii),ii),Công ty TNHH MTV Thời trang CAO,82.530.006.626,-,,82530006626.0,
ii),ii) > ii),ii),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,41.222.405.343,,,41222405343.0
ii),ii) > ii),ii),,304.578.615.943,555.958.962.697,,304578615943.0,555958962697.0
iii),iii),iii),Phải thu về cho vay ngắn hạn,,,,,
iii),iii) > iii),iii),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,50.000.000.000,,,50000000000.0
iv),iv),iv),Phải thu ngắn hạn khác (Thuyết minh 6(a)),,,,,
iv),iv) > iv),iv),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,2.392.628.963,,,2392628963.0
