row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,22.094.027.404.679,18.249.207.303.760,,,22094027404679.0,18249207303760.0
02,Mãsố > 02,02,Khoản giảm trừ doanh thu,,(191.704.724.733),(163.140.746.157),,,-191704724733.0,-163140746157.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,21.902.322.679.946,18.086.066.557.603,,27.0,21902322679946.0,18086066557603.0
11,Mãsố > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(18.472.287.310.471),(14.814.605.656.076),,28.0,-18472287310471.0,-14814605656076.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,3.430.035.369.475,3.271.460.901.527,,,3430035369475.0,3271460901527.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,29,38.970.709.497,2.234.041.308,,29.0,38970709497.0,2234041308.0
22,Mãsố > 22,22,Chi phí tài chính,30,(171.225.204.655),(136.487.135.123),,30.0,-171225204655.0,-136487135123.0
23,Mãsố > 23,23,- Trong đó: Chi phí lãi vay,,(96.963.843.334),(132.606.524.473),,,-96963843334.0,-132606524473.0
25,Mãsố > 25,25,Chi phí bán hàng,31,(1.605.167.850.932),(1.335.106.694.296),,31.0,-1605167850932.0,-1335106694296.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,32,(381.233.161.253),(495.909.067.684),,32.0,-381233161253.0,-495909067684.0
30,Mãsố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.311.379.862.132,1.306.192.045.732,,,1311379862132.0,1306192045732.0
31,Mãsố > 31,31,Thu nhập khác,,7.386.236.972,4.724.316.142,,,7386236972.0,4724316142.0
32,Mãsố > 32,32,Chi phí khác,,(14.769.208.569),(8.050.661.786),,,-14769208569.0,-8050661786.0
40,Mãsố > 40,40,Lỗ khác,,(7.382.971.597),(3.326.345.644),,,-7382971597.0,-3326345644.0
50,Mãsố > 50,50,Tổng lợi nhuận kế toán trước thuế,,1.303.996.890.535,1.302.865.700.088,,,1303996890535.0,1302865700088.0
51,Mãsố > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,33,(257.943.507.515),(272.183.368.394),,33.0,-257943507515.0,-272183368394.0
52,Mãsố > 52,52,Thu nhập thuế TNDN hoãn lại,33,9.323.036.761,1.583.332.364,,33.0,9323036761.0,1583332364.0
60,Mãsố > 60,60,Lợi nhuận sau thuế TNDN,,1.055.376.419.781,1.032.265.664.058,,,1055376419781.0,1032265664058.0
