row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
i),i),i),Doanh thu bán hàng và cung cấp dịch vụ,,,,,
i),i) > i),i),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,5.602.097.637.982,3.945.899.055.854,,5602097637982.0,3945899055854.0
i),i) > i),i),Công ty TNHH MTV Thời trang CAO,11.574.360.210,2.683.794.643,,11574360210.0,2683794643.0
i),i) > i),i),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,700.000.000,,,700000000.0
i),i) > i),i),,5.613.671.998.192,3.949.282.850.497,,5613671998192.0,3949282850497.0
ii),ii),ii),Mua hàng hóa và dịch vụ,,,,,
ii),ii) > ii),ii),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,6.163.334.268.912,4.475.495.124.800,,6163334268912.0,4475495124800.0
ii),ii) > ii),ii),Công ty TNHH MTV Thời trang CAO,61.333.251.131,74.223.586.325,,61333251131.0,74223586325.0
ii),ii) > ii),ii),Công ty TNHH MTV Giám định PNJ,7.738.587.655,4.162.226.800,,7738587655.0,4162226800.0
ii),ii) > ii),ii),Công ty TNHH MTV Kỳ nguyên Khách hàng,-,64.602.827.736,,,64602827736.0
ii),ii) > ii),ii),,6.232.406.107.698,4.618.483.765.661,,6232406107698.0,4618483765661.0
iii),iii),iii),Chi phí lãi vay,,,,,
iii),iii) > iii),iii),Công ty TNHH MTV Giám định PNJ,874.136.987,1.648.640.146,,874136987.0,1648640146.0
iv),iv),iv),Đầu tư vào các công ty con,,,,,
iv),iv) > iv),iv),Công ty TNHH MTV Thời trang CAO,30.000.000.000,70.000.000.000,,30000000000.0,70000000000.0
iv),iv) > iv),iv),Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,-,100.000.000.000,,,100000000000.0
iv),iv) > iv),iv),,30.000.000.000,170.000.000.000,,30000000000.0,170000000000.0
v),v),v),Các khoản chỉ cho các nhân sự quản lý chủ chốt,,,,,
v),v) > v),v),Lương và các quyền lợi gộp khác,64.450.423.358,44.426.030.312,,64450423358.0,44426030312.0
v),v),v),Trong đó:,,,,,
v),v) > v),v),Các thành viên Hội đồng Quản trị,19.690.844.975,13.327.809.094,,19690844975.0,13327809094.0
v),v) > v),v),Các thành viên Ban Điều hành,44.759.578.383,31.098.221.218,,44759578383.0,31098221218.0
