row_label_raw,row_label_full,col_0,Năm 2025,Năm 2025_1,Năm 2025_2,numeric__Năm 2025,numeric__Năm 2025_1,numeric__Năm 2025_2
Bộ phận,Bộ phận,Bộ phận,Doanh thu thuần VND,Giá vốn VND,Lãi gộp VND,,,
Chuyển nhượng bắt động sản,Bộ phận > Chuyển nhượng bắt động sản,Chuyển nhượng bắt động sản,6.365.041.218.682,1.931.864.284.106,4.433.176.934.576,6365041218682.0,1931864284106.0,4433176934576.0
"Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, phát triển dự án, tư vấn bán hàng và dịch vụ khác","Bộ phận > Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, phát triển dự án, tư vấn bán hàng và dịch vụ khác","Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, phát triển dự án, tư vấn bán hàng và dịch vụ khác",499.862.044.346,495.550.640.869,4.311.403.477,499862044346.0,495550640869.0,4311403477.0
Cho thuê tài sản,Bộ phận > Cho thuê tài sản,Cho thuê tài sản,100.845.023.037,113.112.356.860,(12.267.333.823),100845023037.0,113112356860.0,-12267333823.0
Cộng,Bộ phận > Cộng,Cộng,6.965.748.286.065,2.540.527.281.835,4.425.221.004.230,6965748286065.0,2540527281835.0,4425221004230.0
