row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Giá trị có thể thu hồi,31/12/2025 > Dự phòng,31/12/2025 > Thời gian quá hạn,01/01/2025 > Giá gốc,01/01/2025 > Giá trị có thể thu hồi,01/01/2025 > Dự phòng,01/01/2025 > Thời gian quá hạn,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị có thể thu hồi,numeric__31/12/2025 > Dự phòng,numeric__31/12/2025 > Thời gian quá hạn,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị có thể thu hồi,numeric__01/01/2025 > Dự phòng,numeric__01/01/2025 > Thời gian quá hạn
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,83.942.031.210,5.098.072.616,78.843.958.594,,74.354.272.024,229.274.320,74.124.997.704,,83942031210.0,5098072616.0,78843958594.0,,74354272024.0,229274320.0,74124997704.0,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,21.383.091.633,4.353.553.820,17.029.537.813,> 3 năm,14.227.974.454,201.955.820,14.026.018.634,> 3 năm,21383091633.0,4353553820.0,17029537813.0,,14227974454.0,201955820.0,14026018634.0,
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,1.159.144.386,-,1.159.144.386,> 3 năm,1.159.144.386,-,1.159.144.386,> 3 năm,1159144386.0,,1159144386.0,,1159144386.0,,1159144386.0,
Thuế GTGT đầu vào,Thuế GTGT đầu vào,Thuế GTGT đầu vào,41.652.048.603,-,41.652.048.603,> 3 năm,41.626.871.303,-,41.626.871.303,> 3 năm,41652048603.0,,41652048603.0,,41626871303.0,,41626871303.0,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,529.184.697,-,529.184.697,> 3 năm,529.184.697,-,529.184.697,> 3 năm,529184697.0,,529184697.0,,529184697.0,,529184697.0,
Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,19.218.561.891,744.518.796,18.474.043.095,> 3 năm,16.811.097.184,27.318.500,16.783.778.684,> 3 năm,19218561891.0,744518796.0,18474043095.0,,16811097184.0,27318500.0,16783778684.0,
b. Dài hạn,b. Dài hạn,b. Dài hạn,16.502.000.000,-,16.502.000.000,,16.502.000.000,-,16.502.000.000,,16502000000.0,,16502000000.0,,16502000000.0,,16502000000.0,
Phải thu khác dài hạn,Phải thu khác dài hạn,Phải thu khác dài hạn,16.502.000.000,-,16.502.000.000,> 3 năm,16.502.000.000,-,16.502.000.000,> 3 năm,16502000000.0,,16502000000.0,,16502000000.0,,16502000000.0,
Tổng cộng,Tổng cộng,Tổng cộng,100.444.031.210,5.098.072.616,95.345.958.594,,90.856.272.024,229.274.320,90.626.997.704,,100444031210.0,5098072616.0,95345958594.0,,90856272024.0,229274320.0,90626997704.0,
