row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,704.599.475.957,847.540.135.684,704599475957.0,847540135684.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,258.519.098.585,205.845.106.931,258519098585.0,205845106931.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,219.302.873.557,219.406.389.555,219302873557.0,219406389555.0
Trích lập dự phòng phải thu khó đòi,Trích lập dự phòng phải thu khó đòi,Trích lập dự phòng phải thu khó đòi,4.914.923.711,64.991.351.926,4914923711.0,64991351926.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,29.772.534.406,20.804.321.598,29772534406.0,20804321598.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,950.607.590,277.443.537,950607590.0,277443537.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,440.849.615,275.726.758,440849615.0,275726758.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",4.530.800.564,1.271.589.881,4530800564.0,1271589881.0
Các chi phí khác,Các chi phí khác,Các chi phí khác,66.589.804.481,89.525.668.166,66589804481.0,89525668166.0
Cộng,Cộng,Cộng,1.289.620.968.466,1.449.937.734.036,1289620968466.0,1449937734036.0
