row_label_raw,row_label_full,col_0,31/12/2025,01/01/2025,numeric__31/12/2025,numeric__01/01/2025
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,17.961.987.163.537,13.876.921.539.167,17961987163537.0,13876921539167.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,10.910.749.740.916,7.777.762.550.496,10910749740916.0,7777762550496.0
Chi phí xây dựng,Chi phí xây dựng,Chi phí xây dựng,4.735.317.291.614,4.244.216.774.226,4735317291614.0,4244216774226.0
Chi phí lãi hợp tác đầu tư,Chi phí lãi hợp tác đầu tư,Chi phí lãi hợp tác đầu tư,1.568.369.889.774,1.055.602.832.984,1568369889774.0,1055602832984.0
Chi phí cam kết thuê,Chi phí cam kết thuê,Chi phí cam kết thuê,503.829.775.782,342.184.700.656,503829775782.0,342184700656.0
Chi phí lãi vay - bên liên quan (thuyết minh số IX.2b.2),Chi phí lãi vay - bên liên quan (thuyết minh số IX.2b.2),Chi phí lãi vay - bên liên quan (thuyết minh số IX.2b.2),62.290.797.617,27.535.702.266,62290797617.0,27535702266.0
Các khoản trích trước khác,Các khoản trích trước khác,Các khoản trích trước khác,181.429.667.834,429.618.978.539,181429667834.0,429618978539.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,606.309.343.080,1.636.869.030.987,606309343080.0,1636869030987.0
Chi phí lãi hợp tác đầu tư,Chi phí lãi hợp tác đầu tư,Chi phí lãi hợp tác đầu tư,-,401.414.583.011,,401414583011.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,459.677.917.280,893.022.375.728,459677917280.0,893022375728.0
Chi phí cam kết thuê,Chi phí cam kết thuê,Chi phí cam kết thuê,146.631.425.800,342.432.072.248,146631425800.0,342432072248.0
Cộng,Cộng,Cộng,18.568.296.506.617,15.513.790.570.154,18568296506617.0,15513790570154.0
Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,31/12/2025,01/01/2025,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,,,
Doanh thu chưa thực hiện từ dịch vụ cho thuê bất động sản,a. Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ cho thuê bất động sản,Doanh thu chưa thực hiện từ dịch vụ cho thuê bất động sản,1.592.042.654,265.182.735,1592042654.0,265182735.0
Doanh thu chưa thực hiện từ dịch vụ khác,a. Ngắn hạn > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,40.000.000,-,40000000.0,
Cộng,a. Ngắn hạn > Cộng,Cộng,1.632.042.654,265.182.735,1632042654.0,265182735.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,,,,
Doanh thu chưa thực hiện từ dịch vụ cho thuê bất động sản,b. Dài hạn > Doanh thu chưa thực hiện từ dịch vụ cho thuê bất động sản,Doanh thu chưa thực hiện từ dịch vụ cho thuê bất động sản,223.394.316.800,74.023.506.748,223394316800.0,74023506748.0
Cộng,b. Dài hạn > Cộng,Cộng,223.394.316.800,74.023.506.748,223394316800.0,74023506748.0
