row_label_raw,row_label_full,col_0,col_1,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
a. Vay và nợ thuê tài chính ngắn hạn,a. Vay và nợ thuê tài chính ngắn hạn,a. Vay và nợ thuê tài chính ngắn hạn,a. Vay và nợ thuê tài chính ngắn hạn,31.718.046.299.679,31.718.046.299.679,36.978.198.251.788,36.978.198.251.788,,31718046299679.0,31718046299679.0,36978198251788.0,36978198251788.0
23.1,23.1,23.1,Trái phiếu dài hạn đến hạn trả,14.162.368.355.738,14.162.368.355.738,22.734.434.869.114,22.734.434.869.114,,14162368355738.0,14162368355738.0,22734434869114.0,22734434869114.0
23.2,23.2,23.2,Vay ngân hàng,4.729.983.754.257,4.729.983.754.257,4.733.274.406.051,4.733.274.406.051,,4729983754257.0,4729983754257.0,4733274406051.0,4733274406051.0
23.3,23.3,23.3,Vay bên thứ ba,12.787.958.035.469,12.787.958.035.469,9.510.751.525.737,9.510.751.525.737,,12787958035469.0,12787958035469.0,9510751525737.0,9510751525737.0
23.4,23.4,23.4,Vay bên liên quan,62.065.442.012,62.065.442.012,58.540.271.569,58.540.271.569,,62065442012.0,62065442012.0,58540271569.0,58540271569.0
,,,Chi phí phát hành trái phiếu,(24.329.287.797),(24.329.287.797),(58.802.820.683),(58.802.820.683),,-24329287797.0,-24329287797.0,-58802820683.0,-58802820683.0
b. Vay và nợ thuê tài chính dài hạn,b. Vay và nợ thuê tài chính dài hạn,b. Vay và nợ thuê tài chính dài hạn,b. Vay và nợ thuê tài chính dài hạn,35.672.724.217.510,35.672.724.217.510,24.587.656.403.178,24.587.656.403.178,,35672724217510.0,35672724217510.0,24587656403178.0,24587656403178.0
23.1,23.1,23.1,Trái phiếu dài hạn,10.879.291.021.440,10.879.291.021.440,14.580.872.840.875,14.580.872.840.875,,10879291021440.0,10879291021440.0,14580872840875.0,14580872840875.0
23.2,23.2,23.2,Vay ngân hàng,22.451.134.400.688,22.451.134.400.688,10.154.058.123.180,10.154.058.123.180,,22451134400688.0,22451134400688.0,10154058123180.0,10154058123180.0
23.3,23.3,23.3,Vay bên thứ ba,2.411.180.000.000,2.411.180.000.000,1.300.000.000,1.300.000.000,,2411180000000.0,2411180000000.0,1300000000.0,1300000000.0
,,,Chi phí phát hành trái phiếu,(68.881.204.618),(68.881.204.618),(148.574.560.877),(148.574.560.877),,-68881204618.0,-68881204618.0,-148574560877.0,-148574560877.0
Cộng,Cộng,Cộng,Cộng,67.390.770.517.189,67.390.770.517.189,61.565.854.654.966,61.565.854.654.966,,67390770517189.0,67390770517189.0,61565854654966.0,61565854654966.0
