row_label_raw,row_label_full,col_0,Vay ngắn hạn,Vay dài hạn,Cộng,numeric__Vay ngắn hạn,numeric__Vay dài hạn,numeric__Cộng
Số dư nợ vay đầu năm,Số dư nợ vay đầu năm,Số dư nợ vay đầu năm,36.978.198.251.788,24.587.656.403.178,61.565.854.654.966,36978198251788.0,24587656403178.0,61565854654966.0
Phát sinh tăng vay trong năm,Phát sinh tăng vay trong năm,Phát sinh tăng vay trong năm,7.743.133.384.216,16.386.782.955.879,24.129.916.340.095,7743133384216.0,16386782955879.0,24129916340095.0
Phát sinh giảm vay trong năm,Phát sinh giảm vay trong năm,Phát sinh giảm vay trong năm,(16.783.168.156.144),(2.095.427.312.356),(18.878.595.468.500),-16783168156144.0,-2095427312356.0,-18878595468500.0
Đánh giá chênh lệch tỷ giá tăng,Đánh giá chênh lệch tỷ giá tăng,Đánh giá chênh lệch tỷ giá tăng,330.529.090.868,243.065.899.760,573.594.990.628,330529090868.0,243065899760.0,573594990628.0
Kết chuyển phân loại ngắn hạn/ dài hạn,Kết chuyển phân loại ngắn hạn/ dài hạn,Kết chuyển phân loại ngắn hạn/ dài hạn,3.449.353.728.951,(3.449.353.728.951),,3449353728951.0,-3449353728951.0,
Số dư nợ vay cuối năm,Số dư nợ vay cuối năm,Số dư nợ vay cuối năm,31.718.046.299.679,35.672.724.217.510,67.390.770.519.189,31718046299679.0,35672724217510.0,67390770519189.0
