row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
1. Tổng lợi nhuận kế toán trước thuế,1. Tổng lợi nhuận kế toán trước thuế,1. Tổng lợi nhuận kế toán trước thuế,3.027.165.577.662,(2.555.664.274.349),3027165577662.0,-2555664274349.0
2. Thuế suất thuế thu nhập doanh nghiệp,2. Thuế suất thuế thu nhập doanh nghiệp,2. Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
3. Thuế TNDN trước điều chỉnh các khoản (1*2),3. Thuế TNDN trước điều chỉnh các khoản (1*2),3. Thuế TNDN trước điều chỉnh các khoản (1*2),605.433.115.532,(511.132.854.870),605433115532.0,-511132854870.0
"4. Các khoản điều chỉnh tăng, (giảm) số thuế TNDN:","4. Các khoản điều chỉnh tăng, (giảm) số thuế TNDN:","4. Các khoản điều chỉnh tăng, (giảm) số thuế TNDN:",560.324.953.919,2.350.110.784.224,560324953919.0,2350110784224.0
Lợi thể thương mại phân bổ,Lợi thể thương mại phân bổ,Lợi thể thương mại phân bổ,140.919.895.191,169.508.027.137,140919895191.0,169508027137.0
Chi phí lãi vay không được trừ theo quy định,Chi phí lãi vay không được trừ theo quy định,Chi phí lãi vay không được trừ theo quy định,900.563.523.401,456.403.635.069,900563523401.0,456403635069.0
Chi phí không được trừ khác,Chi phí không được trừ khác,Chi phí không được trừ khác,(243.342.562.003),353.735.908.766,-243342562003.0,353735908766.0
Điều chỉnh lãi/lỗ phát sinh từ các giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh từ các giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh từ các giao dịch chuyển nhượng vốn,231.350.085.871,885.700.922.205,231350085871.0,885700922205.0
Sử dụng lỗ tính thuế,Sử dụng lỗ tính thuế,Sử dụng lỗ tính thuế,(934.481.821.442),(831.495.667.995),-934481821442.0,-831495667995.0
Lỗ tính thuế không ghi nhận thuế hoãn lại,Lỗ tính thuế không ghi nhận thuế hoãn lại,Lỗ tính thuế không ghi nhận thuế hoãn lại,700.033.490.196,1.319.740.354.845,700033490196.0,1319740354845.0
Phần lãi/(lỗ) trong công ty liên kết,Phần lãi/(lỗ) trong công ty liên kết,Phần lãi/(lỗ) trong công ty liên kết,(4.432.795.859),1.231.048.047,-4432795859.0,1231048047.0
"Thu nhập từ cổ tức, lợi nhuận được chia","Thu nhập từ cổ tức, lợi nhuận được chia","Thu nhập từ cổ tức, lợi nhuận được chia",(95.277.000),(79.362.565),-95277000.0,-79362565.0
Ảnh hưởng của sát nhập,Ảnh hưởng của sát nhập,Ảnh hưởng của sát nhập,(7.582.043),-,-7582043.0,
Điều chỉnh chi phí thuế TNDN của các năm trước,Điều chỉnh chi phí thuế TNDN của các năm trước,Điều chỉnh chi phí thuế TNDN của các năm trước,(230.182.002.393),(4.634.081.285),-230182002393.0,-4634081285.0
5. Tổng Thuế thu nhập doanh nghiệp (3+4),5. Tổng Thuế thu nhập doanh nghiệp (3+4),5. Tổng Thuế thu nhập doanh nghiệp (3+4),1.165.758.069.451,1.838.977.929.354,1165758069451.0,1838977929354.0
Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,(42.858.803.919),861.820.090.664,-42858803919.0,861820090664.0
Thuế thu nhập doanh nghiệp - hoãn lại (Thuyết minh V1.25),Thuế thu nhập doanh nghiệp - hoãn lại (Thuyết minh V1.25),Thuế thu nhập doanh nghiệp - hoãn lại (Thuyết minh V1.25),1.208.616.873.370,977.157.838.690,1208616873370.0,977157838690.0
