row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2025,Năm 2024,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025,numeric__Năm 2024
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của CSH","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của CSH","1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của CSH",31,,487.268.022.500,-,31.0,,487268022500.0,
2. Tiền trả lại vốn góp cho cổ đông không kiểm soát của công ty con,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả lại vốn góp cho cổ đông không kiểm soát của công ty con,2. Tiền trả lại vốn góp cho cổ đông không kiểm soát của công ty con,32,,(49.031.866.005),(413.083.000),32.0,,-49031866005.0,-413083000.0
3. Tiền thu từ đi vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền thu từ đi vay,3. Tiền thu từ đi vay,33,,21.448.207.757.913,6.089.223.623.609,33.0,,21448207757913.0,6089223623609.0
4. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Tiền trả nợ gốc vay,4. Tiền trả nợ gốc vay,34,,(16.219.545.865.752),(3.132.621.801.283),34.0,,-16219545865752.0,-3132621801283.0
"5. Tiền chi trả cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 5. Tiền chi trả cổ tức, lợi nhuận đã trả cho chủ sở hữu","5. Tiền chi trả cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(197.028),(33.759.401),36.0,,-197028.0,-33759401.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,5.666.897.851.628,2.956.154.979.925,40.0,,5666897851628.0,2956154979925.0
Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),50,,(212.126.953.178),1.195.080.240.980,50.0,,-212126953178.0,1195080240980.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,,4.607.601.921.683,3.412.524.436.724,60.0,,4607601921683.0,3412524436724.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(3.648.406),(2.756.021),61.0,,-3648406.0,-2756021.0
Tiền và tương đương tiền cuối năm (\( 70 = 50 + 60 + 61 \)),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (\( 70 = 50 + 60 + 61 \)),Tiền và tương đương tiền cuối năm (\( 70 = 50 + 60 + 61 \)),70,V1.1,4.395.471.320.099,4.607.601.921.683,70.0,,4395471320099.0,4607601921683.0
