row_label_raw,row_label_full,col_0,Ngắn hạn,Dài hạn,Cộng,numeric__Ngắn hạn,numeric__Dài hạn,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,11.588.500.244,278.347.344.454,289.935.844.698,11588500244.0,278347344454.0,289935844698.0
Tăng do trích lập,Tăng do trích lập,Tăng do trích lập,21.895.020.000,55.025.636.002,76.920.656.002,21895020000.0,55025636002.0,76920656002.0
Phân loại ngắn hạn dài hạn,Phân loại ngắn hạn dài hạn,Phân loại ngắn hạn dài hạn,11.318.495.358,(11.318.495.358),-,11318495358.0,-11318495358.0,
Số đã sử dụng,Số đã sử dụng,Số đã sử dụng,(369.641.630),(2.458.246.367),(2.827.887.997),-369641630.0,-2458246367.0,-2827887997.0
Số hoàn nhập,Số hoàn nhập,Số hoàn nhập,(424.141.274),15.075.411.735,14.651.270.461,-424141274.0,15075411735.0,14651270461.0
Giảm do bán công ty con,Giảm do bán công ty con,Giảm do bán công ty con,-,(33.931.629.290),(33.931.629.290),,-33931629290.0,-33931629290.0
Số cuối năm,Số cuối năm,Số cuối năm,44.008.232.698,300.740.021.176,344.748.253.874,44008232698.0,300740021176.0,344748253874.0
